FACID,FACNAME,FAC_TYPE_CODE,FAC_FDR,LTC,CAPACITY,ADDRESS,CITY,ZIP,ZIP9,FACADMIN,CONTACT_EMAIL,CONTACT_FAX,CONTACT_PHONE_NUMBER,COUNTY_CODE,COUNTY_NAME,DISTRICT_NUMBER,DISTRICT_NAME,ISFACMAIN,LICENSE_NUMBER,BUSINESS_NAME,INITIAL_LICENSE_DATE,LICENSE_EFFECTIVE_DATE,LICENSE_EXPIRATION_DATE,ENTITY_TYPE_DESCRIPTION,LATITUDE,LONGITUDE,LOCATION,OSHPD_ID,STREETNUM,STREETNAME,CCLHO_CODE,CCLHO_NAME,FIPS_COUNTY_CODE,BIRTHING_FACILITY_FLAG,TRAUMA_PED_CTR,TRAUMA_CTR
930000799,IMPERIAL DIALYSIS,ESRD/CDC,CHRONIC DIALYSIS CLINIC,NON-LTC,33,2738 W IMPERIAL HWY,INGLEWOOD,90303,3111,"SIMPSON, TARA",LISA.MARIE.WRIGHT@DAVITA.COM,(866) 594-2894,(949) 831-0900,200,LOS ANGELES,93,LOS ANGELES EAST,Y,930000427,"DVA HEALTHCARE RENAL CARE, INC.",19MAY1988,13NOV2018,12NOV2019,PROFIT CORP,33.930892,-118.323529,"(-118.323529,33.930892)",306196683,2738,W IMPERIAL HWY,19,LOS ANGELES,	037,,,
930000802,SOTHERN CALIFORNIA HOSPITAL,SNF,SKILLED NURSING FACILITY,LTC,21,3828 DELMAS TER,CULVER CITY,90232,2713,"PHELPS, RONALD",,,(323) 836-7000,200,LOS ANGELES,93,LOS ANGELES EAST,N,930000066,"SOUTHERN CALIFORNIA HEALTHCARE SYSTEM, INC.",08FEB1963,04JUN2018,24FEB2019,PROFIT CORP,34.02258,-118.397691,"(-118.397691,34.02258)",,3828,DELMAS TER,19,LOS ANGELES,	037,,,
930000806,SANTA MONICA DIALYSIS,ESRD/CDC,CHRONIC DIALYSIS CLINIC,NON-LTC,22,1260 15TH ST,SANTA MONICA,90404,1136,"ARIETA, NILDA",CYNTHIA.HUTCHISON@DAVITA.COM,(866) 890-5560,(310) 393-4744,200,LOS ANGELES,93,LOS ANGELES EAST,Y,930000429,"DVA HEALTHCARE RENAL CARE, INC.",01MAY1987,07JUN2018,06JUN2019,PROFIT CORP,34.0263,-118.486991,"(-118.486991,34.0263)",306194024,1260,15TH ST,19,LOS ANGELES,	037,,,
930000809,PACIFICA HOSPITAL OF THE VALLEY D/P APH,APH,ACUTE PSYCHIATRIC HOSPITAL,NON-LTC,38,9449 SAN FERNANDO RD,SUN VALLEY,91352,1421,"MARIANI, ERMANNO",,,(818) 767-3310,200,LOS ANGELES,93,LOS ANGELES EAST,N,930000148,PACIFICA OF THE VALLEY CORPORATION,30DEC1946,17JAN2018,16JAN2019,PROFIT CORP,34.24046,-118.395901,"(-118.395901,34.24046)",,9449,SAN FERNANDO RD,19,LOS ANGELES,	037,,,
930000811,"PACIFIC COAST PLASTIC SURGERY CENTER, INC.",ASC,SURGICAL CLINIC,NON-LTC,0,1301 20TH ST # 450,SANTA MONICA,90404,2050,"MC GUIRE, MICHAEL",NONE@DHS.CA.GOV,,(213) 453-2733,200,LOS ANGELES,93,LOS ANGELES EAST,Y,,,,,,,34.02997,-118.480991,"(-118.480991,34.02997)",,1301,20TH ST # 450,19,LOS ANGELES,	037,,,
930000822,WHITE MEMORIAL MEDICAL CENTER D/P SNF,SNF,SKILLED NURSING FACILITY,LTC,27,1720 E CESAR E CHAVEZ AVE,LOS ANGELES,90033,2414,"CARMEN, ROBERT G",,(323) 265-5038,,200,LOS ANGELES,93,LOS ANGELES EAST,N,930000195,WHITE MEMORIAL MEDICAL CENTER,01JAN1946,01NOV2018,31OCT2019,NONPROFIT CORP,34.04886,-118.218001,"(-118.218001,34.04886)",,1720,E CESAR E CHAVEZ AVE,19,LOS ANGELES,	037,,,
930000827,GASTROENTEROLOGY DIAGNOSTIC CENTER,ASC,SURGICAL CLINIC,NON-LTC,0,880 S ATLANTIC BLVD,MONTEREY PARK,91754,4768,"SUCHOR, MORDO",JFRNGDC@YAHOO.COM,(626) 293-1606,(213) 483-9080,200,LOS ANGELES,93,LOS ANGELES EAST,Y,930000452,GASTROENTEROLOGY DIAGNOSTIC CENTER MEDICAL GROUP,09OCT1990,09NOV2007,08NOV2008,PROFIT CORP,34.05025,-118.138061,"(-118.138061,34.05025)",306194175,880,S ATLANTIC BLVD,19,LOS ANGELES,	037,,,
930000829,BMA CARSON COMMUNITY DIALYSIS,ESRD/CDC,CHRONIC DIALYSIS CLINIC,NON-LTC,11,20710 LEAPWOOD AVE,CARSON,90746,3617,"WATKINS, OLGA",OLGA.WATKINS@FMC-NA.COM,(310) 323-1362,(310) 323-8997,200,LOS ANGELES,93,LOS ANGELES EAST,Y,930000442,"FRESENIUS MEDICAL CARE LONG BEACH, LLC",01JUN1989,24OCT2018,23OCT2019,LIMITED LIABILITY COMPANY,33.842528,-118.258357,"(-118.258357,33.842528)",306194101,20710,LEAPWOOD AVE,19,LOS ANGELES,	037,,,
930000830,U.S.RENAL CARE REDONDO BEACH DIALYSIS,ESRD/CDC,CHRONIC DIALYSIS CLINIC,NON-LTC,7,514 N PROSPECT AVE,REDONDO BEACH,90277,3036,"LENZ, ERIC T",COASTALDIALYSIS@HMAIL.COM,(310) 379-6055,(310) 379-6671,200,LOS ANGELES,93,LOS ANGELES EAST,Y,930000435,"PACIFIC SOUTH BAY DIALYSIS, LLC",,22NOV2018,21NOV2019,LIMITED LIABILITY COMPANY,33.85322,-118.378891,"(-118.378891,33.85322)",306194082,514,N PROSPECT AVE,19,LOS ANGELES,	037,,,
930000832,PACIFIC SURGERY CENTER,ASC,SURGICAL CLINIC,NON-LTC,0,2829 W BURBANK BLVD,BURBANK,91505,2300,"DRAGOJLOVIC, KELLY",KDRAGOJLOVIC@SBCGLOBAL.NET,(818) 567-2859,(818) 567-0348,200,LOS ANGELES,93,LOS ANGELES EAST,Y,,,,,,,34.177371,-118.342307,"(-118.342307,34.177371)",,2829,W BURBANK BLVD,19,LOS ANGELES,	037,,,
930000837,"20TH STREET SURGERY CENTER, LLC",ASC,SURGICAL CLINIC,NON-LTC,0,1301 20TH ST,SANTA MONICA,90404,2052,"FERRERI, SANDY",MPOS@SMOG.NET,(310) 829-0371,(310) 315-0215,200,LOS ANGELES,93,LOS ANGELES EAST,Y,930000437,"20TH STREET SURGERY CENTER, LLC",31MAR1989,01APR2007,30SEP2007,LIMITED LIABILITY COMPANY,34.02997,-118.480991,"(-118.480991,34.02997)",306194083,1301,20TH ST,19,LOS ANGELES,	037,,,
930000844,UNITED DIALYSIS CENTER,ESRD/CDC,CHRONIC DIALYSIS CLINIC,NON-LTC,28,3111 LONG BEACH BLVD,LONG BEACH,90807,5015,"WEBB, KHAN",CYNTHIA.HUTCHISON@DAVITA.COM,(866) 890-5560,(562) 426-5155,200,LOS ANGELES,93,LOS ANGELES EAST,Y,930000440,"TOTAL RENAL CARE, INC.",22MAY1989,27FEB2018,26FEB2019,PROFIT CORP,33.81378,-118.189701,"(-118.189701,33.81378)",306194098,3111,LONG BEACH BLVD,62,LONG BEACH,	037,,,
930000845,KAISER PERMANENTE - LOS ANGELES DIALYSIS CENTER,ESRD,CHRONIC DIALYSIS CLINIC,NON-LTC,0,4700 W SUNSET BLVD,LOS ANGELES,90027,6082,"BUNTROCK, GLENDA",,,(323) 667-4532,200,LOS ANGELES,93,LOS ANGELES EAST,Y,,,,,,,34.09776,-118.292071,"(-118.292071,34.09776)",,4700,W SUNSET BLVD,19,LOS ANGELES,	037,,,
930000852,RAI - EAST OLYMPIC - LOS ANGELES,ESRD/CDC,CHRONIC DIALYSIS CLINIC,NON-LTC,27,5714 E OLYMPIC BLVD,COMMERCE,90022,5115,"SANTOS, RUBY CHRIST G",RUBYCHRIST.SANTOS@FMC-NA.COM,(323)887-8772,(323) 887-0841,200,LOS ANGELES,93,LOS ANGELES EAST,Y,930000439,"RAI CARE CENTERS OF SOUTHERN CALIFORNIA I, LLC",10MAY1989,01NOV2018,31OCT2019,LIMITED LIABILITY COMPANY,34.013915,-118.147271,"(-118.147271,34.013915)",306194091,5714,E OLYMPIC BLVD,19,LOS ANGELES,	037,,,
930000854,GLENDALE MEMORIAL HOSPITAL AND HEALTH CTR. D/P APH,APH,ACUTE PSYCHIATRIC HOSPITAL,NON-LTC,49,1420 S CENTRAL AVE,GLENDALE,91204,2508,"SEAVER, ROGER",,,(818) 502-1900,200,LOS ANGELES,93,LOS ANGELES EAST,N,930000099,DIGNITY HEALTH,01JAN1946,01JAN2018,31DEC2018,NONPROFIT CORP,34.12787,-118.257061,"(-118.257061,34.12787)",,1420,S CENTRAL AVE,19,LOS ANGELES,	037,,,
930000855,LOS ANGELES DIALYSIS CENTER,ESRD/CDC,CHRONIC DIALYSIS CLINIC,NON-LTC,28,3901 S WESTERN AVE,LOS ANGELES,90062,1112,"YUN, CHARLES",CYNTHIA.HUTCHISON@DAVITA.COM,(866) 890-5560,(323)294-0670,200,LOS ANGELES,93,LOS ANGELES EAST,Y,930000446,GLASSLAND DIALYSIS LLC,01MAR1990,01NOV2018,31OCT2019,LIMITED LIABILITY COMPANY,34.01433,-118.309271,"(-118.309271,34.01433)",306197323,3901,S WESTERN AVE,19,LOS ANGELES,	037,,,
930000859,CENTURY CITY ENDOSCOPY,ASC,SURGICAL CLINIC,NON-LTC,0,2080 CENTURY PARK E,LOS ANGELES,90067,2015,"ROSOFF, SAUL",NONE@DHS.CA.GOV,,(323) 277-8900,200,LOS ANGELES,93,LOS ANGELES EAST,Y,,,,,,,34.059,-118.412141,"(-118.412141,34.059)",,2080,CENTURY PARK E,19,LOS ANGELES,	037,,,
930000860,WHITE MEMORIAL MEDICAL CENTER D/P APH,APH,ACUTE PSYCHIATRIC HOSPITAL,NON-LTC,33,1720 E CESAR E CHAVEZ AVE,LOS ANGELES,90033,2414,"CARMEN, ROBERT G",,,(323) 268-5000,200,LOS ANGELES,93,LOS ANGELES EAST,N,930000195,WHITE MEMORIAL MEDICAL CENTER,01JAN1946,01NOV2018,31OCT2019,NONPROFIT CORP,34.04886,-118.218001,"(-118.218001,34.04886)",,1720,E CESAR E CHAVEZ AVE,19,LOS ANGELES,	037,,,
930000863,COLLEGE MEDICAL CENTER,APH,ACUTE PSYCHIATRIC HOSPITAL,NON-LTC,0,2776 PACIFIC AVE,LONG BEACH,90806,2613,"GOLDBERG, GERALD",,,(562) 595-1911,200,LOS ANGELES,93,LOS ANGELES EAST,N,930000117,"CHLB,LLC",13JUN1956,09OCT2018,08OCT2019,LIMITED LIABILITY COMPANY,33.80696,-118.192961,"(-118.192961,33.80696)",,2776,PACIFIC AVE,62,LONG BEACH,	037,,,
930000864,PLASTIC SURGERY CENTER - AGOURA HILLS,ASC,SURGICAL CLINIC,NON-LTC,0,28222 AGOURA RD,AGOURA HILLS,91301,2484,"GUTSTEIN, ROBERT",NONE@DHS.CA.GOV,,(818) 991-6436,200,LOS ANGELES,93,LOS ANGELES EAST,Y,,,,,,,34.14053,-118.741831,"(-118.741831,34.14053)",,28222,AGOURA RD,19,LOS ANGELES,	037,,,
930000865,ENCINO HOSPITAL MEDICAL CENTER,SNF,SKILLED NURSING FACILITY,LTC,28,16237 VENTURA BLVD,ENCINO,91436,2201,"HOPPING, JAMIE",,(818) 995-5259,,200,LOS ANGELES,93,LOS ANGELES EAST,N,930000051,"PRIME HEALTHCARE SERVICES-ENCINO, LLC",08NOV1954,01JUN2018,31MAY2019,LIMITED LIABILITY COMPANY,34.1574,-118.486851,"(-118.486851,34.1574)",,16237,VENTURA BLVD,19,LOS ANGELES,	037,,,
930000867,ENCINO HOSPITAL MEDICAL CENTER,APH,ACUTE PSYCHIATRIC HOSPITAL,NON-LTC,13,16237 VENTURA BLVD,ENCINO,91436,2201,"HOPPING, JAMIE",,,(818) 995-5000,200,LOS ANGELES,93,LOS ANGELES EAST,N,930000051,"PRIME HEALTHCARE SERVICES-ENCINO, LLC",08NOV1954,01JUN2018,31MAY2019,LIMITED LIABILITY COMPANY,34.1574,-118.486851,"(-118.486851,34.1574)",,16237,VENTURA BLVD,19,LOS ANGELES,	037,,,
930000872,TOWER DIALYSIS,ESRD/CDC,CHRONIC DIALYSIS CLINIC,NON-LTC,27,8635 W 3RD ST,LOS ANGELES,90048,6110,"MELESKO, MARJORIE",LISA.MARIE.WRIGHT@DAVITA.COM,(866) 594-2894,(310) 855-1742,200,LOS ANGELES,93,LOS ANGELES EAST,Y,930000937,"DVA HEALTHCARE RENAL CARE, INC.",09DEC1999,09DEC2017,08DEC2018,PROFIT CORP,34.07403,-118.380761,"(-118.380761,34.07403)",306196122,8635,W 3RD ST,19,LOS ANGELES,	037,,,
930000879,WARDLOW SURGERY CENTER,ASC,SURGICAL CLINIC,NON-LTC,0,200 W WARDLOW RD,LONG BEACH,90807,4429,"BUCKLEY, ANDREE",ABUCK4590@AOL.COM,(562) 490-0329,(562) 424-8815,200,LOS ANGELES,93,LOS ANGELES EAST,Y,930000466,,20SEP1991,20NOV2008,19NOV2009,,33.818872,-118.193642,"(-118.193642,33.818872)",306194268,200,W WARDLOW RD,62,LONG BEACH,	037,,,
930000880,MONTEREY PARK DIALYSIS CENTER,ESRD/CDC,CHRONIC DIALYSIS CLINIC,NON-LTC,29,2560 CORPORATE PL,MONTEREY PARK,91754,7612,"TINSLEY, SARAH",CYNTHIA.HUTCHISON@DAVITA.COM,(866) 890-5560,(323) 780-8787,200,LOS ANGELES,93,LOS ANGELES EAST,Y,930000451,"TOTAL RENAL CARE, INC.",29AUG1990,10JUN2018,09JUN2019,PROFIT CORP,34.046557,-118.16477,"(-118.16477,34.046557)",306194172,2560,CORPORATE PL,19,LOS ANGELES,	037,,,
930000881,GOOD SAMARITAN HOSPITAL,PPSREHB,UNLICENSED/OTHER/MISSING,UNLICENSED/OTHER,0,1225 WILSHIRE BLVD,LOS ANGELES,90017,1901,,,,,200,LOS ANGELES,93,LOS ANGELES EAST,N,930000071,HOSPITAL OF THE GOOD SAMARITAN,01JAN1946,01NOV2018,31OCT2019,NONPROFIT CORP,34.05477,-118.265561,"(-118.265561,34.05477)",,1225,WILSHIRE BLVD,19,LOS ANGELES,	037,,,
930000882,UCLA HEALTH-DIGESTIVE DISEASES SANTA CLARITA,ASC,SURGICAL CLINIC,NON-LTC,0,25775 MCBEAN PKWY SUITE 115,SANTA CLARITA,91355,3708,"KRIEGER, DAVID",NONE@DHS.CA.GOV,(661) 259-0552,(661) 255-2425,200,LOS ANGELES,93,LOS ANGELES EAST,Y,,,,,,,34.40038,-118.551751,"(-118.551751,34.40038)",,25775,MCBEAN PKWY SUITE 115,19,LOS ANGELES,	037,,,
930000884,HIGH DESERT HEMODIALYSIS,ESRD/CDC,CHRONIC DIALYSIS CLINIC,NON-LTC,10,1007 W AVENUE M14,PALMDALE,93551,1443,"MANN, LINDA",KATHYHDH@YAHOO.COM,(661) 265-0317,(661) 265-7810,200,LOS ANGELES,93,LOS ANGELES EAST,Y,930000449,JOHN H. FISHER,20AUG1990,20NOV2018,19NOV2019,PROFIT CORP,34.63341,-118.148071,"(-118.148071,34.63341)",306194171,1007,W AVENUE M14,19,LOS ANGELES,	037,,,
930000885,VALLEY MULTI-SPECIALTY SURGERY CENTER,ASC,SURGICAL CLINIC,NON-LTC,0,7012 RESEDA BLVD,RESEDA,91335,4219,"MARTIN, JUNE",NONE@DHS.CA.GOV,(818) 342-3937,(818) 708-2222,200,LOS ANGELES,93,LOS ANGELES EAST,Y,,,,,,,34.198152,-118.536016,"(-118.536016,34.198152)",,7012,RESEDA BLVD,19,LOS ANGELES,	037,,,
930000888,HENRY MAYO NEWHALL MEMORIAL HOSPITAL D/P APH,APH,ACUTE PSYCHIATRIC HOSPITAL,NON-LTC,23,25727 MCBEAN PKWY,VALENCIA,91355,3704,"WATSON, DUFFY",,,(661) 255-8100,200,LOS ANGELES,93,LOS ANGELES EAST,N,930000206,HENRY MAYO NEWHALL MEMORIAL HOSPITAL,30JUL1975,30NOV2018,29NOV2019,NONPROFIT CORP,34.399582,-118.551169,"(-118.551169,34.399582)",,25727,MCBEAN PKWY,19,LOS ANGELES,	037,,,
930000892,GLENDALE ADVENTIST MEDICAL CENTER D/P SNF,SNF,SKILLED NURSING FACILITY,LTC,40,1509 WILSON TER,GLENDALE,91206,4007,"JACKSON, MICHAEL",,(818) 546-5657,(818) 409-8000,200,LOS ANGELES,93,LOS ANGELES EAST,N,930000059,GLENDALE ADVENTIST MEDICAL CENTER,01JAN1946,01JUN2018,31MAY2019,NONPROFIT CORP,34.15112,-118.230061,"(-118.230061,34.15112)",,1509,WILSON TER,19,LOS ANGELES,	037,,,
930000894,BELLFLOWER MEDICAL CENTER D/P APH,APH,ACUTE PSYCHIATRIC HOSPITAL,NON-LTC,32,9542 ARTESIA BLVD,BELLFLOWER,90706,6511,"JEFFREY, BRAD",,,(562) 925-8355,200,LOS ANGELES,93,LOS ANGELES EAST,N,930000039,"ALTA LOS ANGELES HOSPITALS, INC.",24OCT1957,15MAR2018,14MAR2019,PROFIT CORP,33.87435,-118.129451,"(-118.129451,33.87435)",,9542,ARTESIA BLVD,19,LOS ANGELES,	037,,,
930000897,U.S. RENAL CARE EARL STREET DIALYSIS,ESRD/CDC,CHRONIC DIALYSIS CLINIC,NON-LTC,9,20911 EARL ST,TORRANCE,90503,4353,"TALLUD, MARITA",HANDERSON@IDSDIALYSIS.COM,(310) 371-2166,(310) 371-4244,200,LOS ANGELES,93,LOS ANGELES EAST,Y,930000454,"PACIFIC SOUTH BAY DIALYSIS, LLC",02NOV1990,10NOV2018,09NOV2019,LIMITED LIABILITY COMPANY,33.84039,-118.358621,"(-118.358621,33.84039)",306194210,20911,EARL ST,19,LOS ANGELES,	037,,,
930000899,"HEALTHCARE PARTNERS ASC-LB, LLC",ASC,SURGICAL CLINIC,NON-LTC,0,2600 REDONDO AVE,LONG BEACH,90806,2325,"PATEL, BHARAT  V",SWWILLIAMS@HEALTHCAREPARTNERS.COM,(562) 988-7198,(562) 988-7147,200,LOS ANGELES,93,LOS ANGELES EAST,Y,,,,,,,33.8056,-118.150661,"(-118.150661,33.8056)",,2600,REDONDO AVE,62,LONG BEACH,	037,,,
930000904,MEMORIAL HOSPITAL OF GARDENA D/P SNF,SNF,SKILLED NURSING FACILITY,LTC,69,1145 W REDONDO BEACH BLVD,GARDENA,90247,3528,"VAN CROMBRUGGHE, PHYLLIS",,,,200,LOS ANGELES,93,LOS ANGELES EAST,N,930000098,"GARDENA HOSPITAL, L.P.",13MAY1949,01NOV2018,31OCT2019,PARTNERSHIP,33.89297,-118.294801,"(-118.294801,33.89297)",,1145,W REDONDO BEACH BLVD,19,LOS ANGELES,	037,,,
930000905,ENDOSCOPY CENTER OF SOUTHERN CALIFORNIA,ASC,SURGICAL CLINIC,NON-LTC,0,2336 SANTA MONICA BLVD,SANTA MONICA,90404,2938,"AFSHANI, PARVIZ",NONE@DHS.CA.GOV,(310) 453-4811,(310) 453-4477,200,LOS ANGELES,93,LOS ANGELES EAST,Y,930000644,SOUTHERN CALIFORNIA MEDICAL GASTROENTEROLOGY GROUP,20FEB1992,20FEB2009,19FEB2010,PROFIT CORP,34.0312,-118.476491,"(-118.476491,34.0312)",306194285,2336,SANTA MONICA BLVD,19,LOS ANGELES,	037,,,
930000906,SAINT VINCENT MEDICAL CENTER D/P SNF,SNF,SKILLED NURSING FACILITY,LTC,27,2131 W 3RD ST,LOS ANGELES,90057,1901,"GUINAN JR., VINCENT",,(213) 483-4632,,200,LOS ANGELES,93,LOS ANGELES EAST,N,930000161,SAINT VINCENT MEDICAL CENTER,01JAN1946,19JUL2018,31DEC2018,NONPROFIT CORP,34.06373,-118.273541,"(-118.273541,34.06373)",,2131,W 3RD ST,19,LOS ANGELES,	037,,,
930000909,LA PUENTE DIALYSIS CENTER,ESRD/CDC,CHRONIC DIALYSIS CLINIC,NON-LTC,24,14557 TEMPLE AVE,LA PUENTE,91744,3492,"BARI, YASEEN",YBARI@CALIFORNIAKIDNEYSPECIALISTS.COM,(626) 917-2914,(626) 917-1719,200,LOS ANGELES,93,LOS ANGELES EAST,Y,930000458,"LA PUENTE DIALYSIS CENTER, INC.",12APR1991,12APR2018,11APR2019,PROFIT CORP,34.04115,-117.968111,"(-117.968111,34.04115)",306196699,14557,TEMPLE AVE,19,LOS ANGELES,	037,,,
930000912,KECK HOSPITAL OF USC,GACH,GENERAL ACUTE CARE HOSPITAL,NON-LTC,401,1500 SAN PABLO ST,LOS ANGELES,90033,5313,"HANNERS, ROD",KECKLICENSING@USC.EDU,(323) 442-5257,(323) 442-8444,200,LOS ANGELES,93,LOS ANGELES EAST,Y,930000459,UNIVERSITY OF SOUTHERN CALIFORNIA,17MAY1991,01NOV2018,30MAR2019,NONPROFIT CORP,34.06175,-118.201471,"(-118.201471,34.06175)",106194219,1500,SAN PABLO ST,19,LOS ANGELES,	037,,,
930000917,INTERCOMMUNITY DIALYSIS CENTER,ESRD/CDC,CHRONIC DIALYSIS CLINIC,NON-LTC,35,12455 WASHINGTON BLVD,WHITTIER,90602,1006,"DARWISH, RIAD",IDS.STAFF@VERIZON.NET,(562) 696-9953,(562) 696-1841,200,LOS ANGELES,93,LOS ANGELES EAST,Y,930000462,"INTERCOMMUNITY DIALYSIS SERVICE, INC.",28MAY1991,28MAY2018,27MAY2019,PROFIT CORP,33.9688,-118.047011,"(-118.047011,33.9688)",306197662,12455,WASHINGTON BLVD,19,LOS ANGELES,	037,,,
930000919,UNIVERSITY PARK DIALYSIS CENTER,ESRD/CDC,CHRONIC DIALYSIS CLINIC,NON-LTC,22,3986 S FIGUEROA ST,LOS ANGELES,90037,1222,"PARK, SUN",MAMATING@DAVITA.COM,(213) 749-0472,(213) 749-8297,200,LOS ANGELES,93,LOS ANGELES EAST,Y,930000461,"GREATER LOS ANGELES DIALYSIS CENTERS, LLC",07JUN1991,01MAY2018,30APR2019,LIMITED LIABILITY COMPANY,34.011566,-118.282703,"(-118.282703,34.011566)",306194225,3986,S FIGUEROA ST,19,LOS ANGELES,	037,,,
930000924,USC UNIVERSITY HOSPITAL D/P APH,APH,ACUTE PSYCHIATRIC HOSPITAL,NON-LTC,0,1500 SAN PABLO ST,LOS ANGELES,90033,5313,"BENKMAN, DESIREE",,,(323) 442-8500,200,LOS ANGELES,93,LOS ANGELES EAST,N,930000459,UNIVERSITY OF SOUTHERN CALIFORNIA,17MAY1991,01NOV2018,30MAR2019,NONPROFIT CORP,34.06175,-118.201471,"(-118.201471,34.06175)",,1500,SAN PABLO ST,19,LOS ANGELES,	037,,,
930000927,VALENCIA OUTPATIENT SURGICAL CENTER,ASC,SURGICAL CLINIC,NON-LTC,0,24355 LYONS AVE,NEWHALL,91321,2378,",",NINA@VALENCIASURGICAL.COM,(661) 255-7651,(661) 255-6644,200,LOS ANGELES,93,LOS ANGELES EAST,Y,930000463,"VALENCIA OUTPATIENT SURGICAL CENTER PARTNERS, L.P.",26JUL1991,13NOV2007,12NOV2008,LIMITED LIABILITY COMPANY,34.379,-118.560761,"(-118.560761,34.379)",306194235,24355,LYONS AVE,19,LOS ANGELES,	037,,,
930000930,U.S. RENAL CARE LOMITA DIALYSIS,ESRD/CDC,CHRONIC DIALYSIS CLINIC,NON-LTC,21,1830 LOMITA BLVD,LOMITA,90717,1906,"MARVIN, ELOISA B",FABIOLA.CHAVEZ@USRENALCARE.COM,(310) 530-8099,(310) 530-7796,200,LOS ANGELES,93,LOS ANGELES EAST,Y,930000464,"PACIFIC SOUTH BAY DIALYSIS, LLC",23SEP1991,01DEC2018,30NOV2019,LIMITED LIABILITY COMPANY,33.798042,-118.310224,"(-118.310224,33.798042)",306194257,1830,LOMITA BLVD,19,LOS ANGELES,	037,,,
930000931,MARINA DEL REY HOSPITAL D/P APH,APH,ACUTE PSYCHIATRIC HOSPITAL,NON-LTC,30,4650 LINCOLN BLVD,MARINA DEL REY,90292,6306,"PACKWOOD, STEPHEN",,,(310) 823-8911,200,LOS ANGELES,93,LOS ANGELES EAST,N,930000096,"CFHS HOLDINGS, INC.",17APR1970,19NOV2018,18NOV2019,NONPROFIT CORP,33.98234,-118.439191,"(-118.439191,33.98234)",,4650,LINCOLN BLVD,19,LOS ANGELES,	037,,,
930000932,GREATER EL MONTE DIALYSIS CENTER,ESRD/CDC,CHRONIC DIALYSIS CLINIC,NON-LTC,14,1938 TYLER AVE,SOUTH EL MONTE,91733,3623,"ASUMBRADO, MARIETTA",CYNTHIA.HUTCHISON@DAVITA.COM,(866) 890-5560,(626) 350-6692,200,LOS ANGELES,93,LOS ANGELES EAST,Y,930000467,"TOTAL RENAL CARE, INC.",15OCT1991,15NOV2018,14NOV2019,PROFIT CORP,34.051363,-118.037202,"(-118.037202,34.051363)",306194262,1938,TYLER AVE,19,LOS ANGELES,	037,,,
930000935,THE ENDOSCOPY CENTER OF THE SOUTH BAY,ASC,SURGICAL CLINIC,NON-LTC,0,23560 MADISON ST,TORRANCE,90505,4709,"CABUG, CLARIBEL",NONE@DHS.CA.GOV,(310) 325-6335,(213) 325-6331,200,LOS ANGELES,93,LOS ANGELES EAST,Y,930000465,"THE ENDOSCOPY CENTER OF THE SOUTH BAY, L.P.",07OCT1991,14JAN2008,13JAN2009,PARTNERSHIP,33.8113,-118.347481,"(-118.347481,33.8113)",306194264,23560,MADISON ST,19,LOS ANGELES,	037,,,
930000936,"PALOS VERDES AMBULATORY SURGERY MEDICAL CENTER, INC.",ASC,SURGICAL CLINIC,NON-LTC,0,3400 LOMITA BLVD,TORRANCE,90505,4909,"PETTI, CHRISTINE",NONE@DHS.CA.GOV,(310) 517-9916,(310) 539-5888,200,LOS ANGELES,93,LOS ANGELES EAST,Y,930000722,"PALOS VERDES AMBULATORY SURGERY MEDICAL CENTER, INC.",09JUL1993,09NOV2007,08NOV2008,PROFIT CORP,33.81192,-118.345571,"(-118.345571,33.81192)",306194546,3400,LOMITA BLVD,19,LOS ANGELES,	037,,,
930000940,THE MONTEBELLO SURGERY CENTER,ASC,SURGICAL CLINIC,NON-LTC,0,229 E BEVERLY BLVD,MONTEBELLO,90640,3776,"SAMPSON, REGINALD",MKELLY@MONTEBELLOEYECETER.COM,(323) 728-5041,(323) 728-7998,200,LOS ANGELES,93,LOS ANGELES EAST,Y,930000640,"SAMPSON MEDICAL CORPORATION, INC.",08JAN1992,07JAN2008,06JAN2009,PROFIT CORP,34.01487,-118.096401,"(-118.096401,34.01487)",306194276,229,E BEVERLY BLVD,19,LOS ANGELES,	037,,,
930000941,NORWALK DIALYSIS CENTER,ESRD/CDC,CHRONIC DIALYSIS CLINIC,NON-LTC,17,12375 IMPERIAL HWY,NORWALK,90650,3129,"JACOBS, CARLOS",LISA.MARIE.WRIGHT@DAVITA.COM,(866) 594-2894,(562) 929-7430,200,LOS ANGELES,93,LOS ANGELES EAST,Y,930000468,"TOTAL RENAL CARE, INC.",13NOV1991,13NOV2018,12NOV2019,PROFIT CORP,33.917226,-118.068871,"(-118.068871,33.917226)",306194263,12375,IMPERIAL HWY,19,LOS ANGELES,	037,,,
930000942,CITRUS DIALYSIS CENTER,ESRD/CDC,CHRONIC DIALYSIS CLINIC,NON-LTC,22,315 N 3RD AVE,COVINA,91723,1901,"BARI, YASEEN",YBARI@CALIFORNIAKIDNEYSPECIALISTS.COM,(626) 331-6649,(626) 331-0133,200,LOS ANGELES,93,LOS ANGELES EAST,Y,930000638,"CITRUS DIALYSIS CENTER, INC.",02DEC1991,02DEC2017,01DEC2018,PROFIT CORP,34.08874,-117.892631,"(-117.892631,34.08874)",306194274,315,N 3RD AVE,19,LOS ANGELES,	037,,,
