genre,video
Drama,43364
Drama,17185
Drama,44641
Drama,18771
Drama,43864
Drama,25893
Drama,3061
Drama,42713
Drama,10740
Drama,13644
Drama,54569
Drama,101887
Drama,13793
Romance,49168
Romance,61979
Romance,20067
Romance,54256
Drama,41073
Drama,30112
Drama,14914
Drama,17106
Drama,29452
Drama,14154
Romance,900
Drama,19147
Drama,13990
Romance,11860
Romance,146599
Drama,13177
Romance,22588
Drama,12156
Drama,10844
Drama,13315
Romance,18551
Drama,27507
Drama,94009
Romance,9095
Drama,35760
Drama,18290
Drama,37780
Drama,69315
Drama,62184
Drama,7514
Romance,28121
Romance,397
Romance,16535
Drama,26356
Romance,19600
Romance,28971
Romance,63956
Romance,13539
Drama,107693
Romance,15598
Drama,8198
Romance,16222
Romance,139
Romance,10783
Romance,6003
Romance,15186
Romance,4988
Drama,210092
Romance,12658
Romance,28029
Romance,59820
Drama,29339
Drama,36584
Romance,10326
Romance,14811
Drama,15192
Drama,12770
Romance,25232
Drama,26165
Drama,25461
Drama,89571
Romance,45335
Romance,14703
Romance,119623
Romance,14484
Romance,9715
Romance,2493
Drama,292917
Romance,44388
Drama,16857
Romance,43096
Romance,25147
Romance,535
Drama,17057
Drama,80572
Romance,144
Romance,26180
Romance,20032
Romance,27322
Romance,50043
Romance,4823
Drama,44442
Romance,15513
Drama,44549
Romance,25431
Romance,22584
Drama,55562
Drama,52221
Drama,172535
Drama,42850
Drama,43862
Drama,17966
Drama,107592
Drama,1920
Romance,16814
Romance,33320
Romance,10922
Drama,77334
Drama,39781
Romance,2263
Romance,43750
Romance,31633
Romance,7294
Romance,14877
Romance,18650
Romance,53896
Romance,65326
Romance,14615
Romance,77650
Romance,111759
Romance,21733
Romance,43308
Romance,13574
Romance,12586
Romance,38804
Romance,43797
Romance,12178
Romance,53712
Romance,18894
Romance,4912
Romance,24010
Drama,147622
Drama,165911
Romance,204372
Romance,21867
Romance,17496
Drama,126090
Drama,36342
Drama,7859
Drama,43386
Drama,14167
Drama,4495
Drama,31432
Drama,61559
Drama,9912
Drama,36253
Drama,5741
Drama,43812
Drama,16151
Romance,110502
Drama,7291
Drama,1833
Drama,35304
Drama,4348
Romance,43539
Romance,31011
Romance,46503
Romance,37596
Romance,4441
Romance,41252
Romance,42234
Drama,27217
Romance,51395
Romance,49781
Romance,50724
Romance,36401
Drama,15414
Drama,46594
Drama,10476
Drama,26323
Romance,51945
Romance,43824
Romance,61574
Romance,65579
Romance,34778
Romance,61485
Romance,11638
Romance,31532
Romance,86837
Drama,18774
Romance,24863
Romance,1785
Romance,20825
Drama,16659
Drama,26332
Drama,37512
Drama,41776
Romance,38448
Drama,220690
Drama,15370
Drama,4326
Drama,47237
Drama,8016
Drama,8441
Drama,48580
Drama,1279
Drama,12900
Drama,44793
Drama,97630
Drama,411432
Drama,135225
Drama,26168
Drama,14720
Drama,66893
Drama,38294
Drama,138122
Drama,110525
Drama,97598
Drama,71864
Drama,93934
Drama,16059
Romance,43333
Drama,86467
Drama,46469
Romance,22274
Romance,184741
Drama,21345
Romance,836
Romance,70585
Romance,67696
Romance,70555
Romance,104439
Romance,28665
Romance,19265
Romance,42062
Romance,67849
Romance,235984
Romance,163376
Romance,43808
Romance,56967
Romance,174316
Romance,31214
Romance,266549
Romance,14758
Romance,132263
Romance,199072
Romance,248774
Romance,91208
Romance,63591
Romance,108259
Romance,118443
Romance,223497
Romance,129009
Romance,96175
Romance,195423
Romance,111477
Romance,135812
Romance,57655
Romance,31003
Romance,166255
Romance,36674
Romance,56435
Romance,49375
Romance,70738
Romance,269576
Romance,37408
Romance,50010
Romance,83446
Romance,366631
Romance,41977
Romance,63825
Romance,130134
Romance,389995
Romance,117472
Romance,98644
Romance,346489
Romance,18377
Romance,21566
Romance,263471
Romance,188560
Romance,121869
Romance,352845
Romance,431937
Romance,289727
Romance,237202
Romance,32158
Drama,31561
Drama,96010
Romance,351964
Romance,108723
Drama,20764
Drama,24253
Drama,82040
Drama,86727
Drama,23269
Drama,62764
Drama,75778
Drama,274325
Drama,98079
Drama,26881
Drama,43459
Drama,96398
Drama,120977
Drama,288094
Drama,44159
Drama,126108
Drama,43959
Drama,42138
Drama,28391
Drama,37405
Drama,61212
Drama,37637
Drama,8926
Drama,54154
Romance,91001
Drama,42537
Drama,43255
Drama,68572
Drama,35059
Drama,98289
Drama,11322
Drama,42914
Drama,14637
Drama,45999
Drama,17314
Drama,14410
Drama,228915
Drama,106042
Drama,108574
Drama,265349
Drama,183336
Drama,86997
Drama,197696
Drama,179818
Drama,54752
Drama,159701
Drama,64527
Drama,184323
Drama,86834
Drama,38049
Drama,69353
Drama,79113
Drama,2442
Drama,210024
Drama,292062
Drama,16279
Drama,86829
Drama,85444
Romance,287170
Drama,70955
Drama,82321
Romance,82100
Romance,41091
Drama,41831
Romance,41518
Romance,448763
Romance,74949
Romance,325134
Romance,160793
Romance,59807
Romance,380013
Romance,428449
Drama,76543
Romance,54000
Romance,64504
Drama,133123
Romance,106538
Drama,149507
Drama,109886
Romance,198227
Drama,148327
Drama,36236
Drama,63375
Romance,121111
Romance,352498
Romance,76533
Romance,30351
Romance,10875
Romance,75004
Romance,17447
Romance,32969
Romance,62722
Romance,465
Romance,432789
Romance,30709
Romance,323673
Romance,8986
Romance,53928
Romance,19103
Romance,40161
Romance,1058
Romance,9541
Romance,13562
Romance,77771
Romance,38688
Romance,12518
Romance,112
Romance,24402
Romance,278939
Romance,68170
Romance,31016
Romance,80070
Romance,31083
Romance,31507
Romance,116014
Romance,94440
Drama,11604
Drama,120932
Romance,17612
Drama,126922
Drama,209802
Romance,42726
Romance,32590
Drama,81315
Drama,149465
Drama,26985
Drama,62033
Drama,8888
Drama,205463
Drama,105548
Romance,1844
Drama,129553
Drama,77794
Romance,125123
Drama,82257
Romance,10631
Romance,10162
Romance,31650
Romance,7506
Romance,24004
Romance,41774
Romance,22522
Romance,1719
Romance,43839
Romance,33575
Romance,1394
Romance,42231
Romance,35987
Romance,94771
Romance,56651
Romance,11386
Romance,65889
Romance,8656
Romance,65046
Romance,60082
Romance,45671
Romance,10744
Romance,76996
Romance,2830
Romance,41791
Romance,28292
Romance,44502
Romance,1440
Romance,11205
Romance,17604
Romance,36105
Romance,5187
Romance,42607
Romance,54663
Romance,36446
Romance,42661
Romance,43518
Romance,38914
Romance,43388
Romance,26232
Romance,104433
Romance,14118
Romance,10894
Romance,12165
Romance,49934
Romance,42618
Romance,7303
Romance,41280
Romance,24014
Romance,40985
Romance,43790
Romance,55648
Romance,11523
Romance,17628
Romance,48693
Romance,43110
Romance,85926
Romance,2008
Romance,108348
Romance,11431
Romance,76499
Romance,82685
Romance,91122
Romance,88075
Romance,73335
Romance,26427
Romance,10609
Romance,99627
Romance,76696
Romance,46280
Romance,32092
Romance,8088
Romance,14933
Romance,9511
Romance,55721
Romance,13957
Romance,195651
Romance,104221
Romance,41053
Romance,10788
Romance,59847
Romance,165402
Romance,50546
Romance,61109
Romance,23590
Romance,19955
Romance,15451
Romance,36499
Romance,60542
Romance,130398
Romance,222899
Romance,95752
Romance,173340
Romance,46641
Romance,192145
Romance,33031
Romance,36513
Romance,213342
Romance,18375
Romance,111307
Romance,90465
Romance,147810
Romance,77964
Romance,109689
Romance,34128
Romance,121826
Romance,87939
Romance,25584
Romance,47559
Romance,96716
Romance,111098
Romance,212927
Romance,50277
Romance,72808
Romance,286565
Romance,52286
Drama,113737
Romance,45948
Drama,91480
Drama,45020
Drama,50299
Drama,136867
Drama,112049
Drama,48358
Drama,171446
Drama,119675
Drama,19688
Drama,130816
Drama,91186
Drama,20181
Drama,57725
Drama,93858
Romance,52437
Drama,242378
Romance,112885
Romance,293863
Romance,291558
Romance,39965
Romance,94811
Romance,109587
Romance,227552
Romance,97844
Romance,310814
Romance,64015
Romance,19554
Romance,292431
Romance,59507
Romance,136294
Romance,97938
Romance,83583
Romance,283201
Romance,150689
Romance,258751
Romance,182035
Romance,330399
Romance,320639
Romance,51393
Drama,126560
Romance,43030
Drama,55370
Drama,71700
Romance,126415
Drama,49047
Drama,113148
Drama,83040
Drama,157354
Drama,197602
Drama,192126
Drama,133108
Romance,136627
Romance,320007
Drama,423078
Romance,19828
Romance,381070
Drama,439056
Romance,130993
Romance,41228
Romance,238593
Romance,36833
Romance,288286
Romance,259720
Romance,171213
Romance,273598
Romance,66537
Romance,412974
Romance,298583
Romance,413421
Romance,61966
Romance,139159
Romance,33494
Romance,41764
Romance,48643
Romance,47778
Romance,46902
Romance,18644
Romance,15088
Romance,54898
Romance,59435
Romance,14489
Romance,37222
Romance,22288
Drama,117251
Romance,24008
Drama,161565
Drama,19373
Drama,213950
Romance,14741
Romance,33523
Drama,122126
Drama,293452
Drama,272878
Drama,190868
Romance,59457
Drama,22114
Drama,117890
Drama,158013
Romance,688
Drama,91979
Romance,2064
Drama,262454
Drama,200085
Romance,47475
Drama,84875
Drama,3057
Drama,106136
Drama,199155
Romance,110972
Drama,222216
Drama,39766
Romance,11654
Romance,541
Romance,6073
Romance,4460
Romance,61178
Romance,18683
Drama,106685
Romance,31955
Romance,55727
Romance,21055
Drama,227306
Romance,133115
Romance,24113
Romance,17190
Romance,10563
Drama,212950
Drama,96011
Drama,38366
Romance,9489
Romance,125548
Romance,26371
Romance,53779
Romance,102489
Romance,14709
Romance,60437
Romance,44864
Romance,11141
Romance,133919
Romance,39871
Romance,40930
Romance,132725
Romance,96196
Romance,58911
Romance,11426
Romance,11239
Romance,11846
Romance,25189
Romance,55950
Romance,12530
Romance,19064
Romance,16405
Drama,302496
Romance,22200
Romance,54390
Romance,17813
Drama,270899
Drama,173912
Drama,251321
Drama,170677
Drama,56516
Drama,31362
Drama,105470
Drama,45441
Drama,342831
Drama,108646
Romance,9724
Drama,46190
Drama,64739
Drama,68191
Romance,10288
Romance,5723
Romance,10051
Drama,335869
Romance,83599
Romance,2860
Romance,78177
Drama,8430
Drama,85581
Drama,64032
Drama,58720
Romance,65550
Romance,9550
Romance,18035
Romance,26252
Romance,110909
Romance,428
Romance,8051
Romance,27204
Romance,9583
Romance,41756
Romance,80364
Romance,38357
Romance,28117
Romance,79043
Romance,52270
Romance,37185
Romance,83360
Romance,14689
Romance,88930
Romance,9653
Romance,18538
Drama,222936
Romance,249264
Romance,110253
Drama,268100
Romance,110160
Drama,333381
Drama,304410
Romance,144784
Drama,153035
Romance,320917
Drama,127326
Romance,72272
Drama,61108
Drama,142358
Drama,259550
Drama,283707
Drama,371865
Romance,111310
Drama,120121
Drama,110490
Drama,312113
Romance,22943
Romance,17334
Romance,42614
Romance,63401
Romance,80960
Romance,2143
Romance,26032
Romance,66436
Romance,35688
Romance,14552
Romance,111839
Romance,142712
Romance,80941
Romance,211331
Drama,82819
Romance,63892
Romance,18126
Romance,126136
Romance,39415
Drama,391757
Drama,17575
Romance,2861
Romance,11807
Romance,251657
Drama,310567
Romance,83868
Romance,148021
Drama,68309
Drama,362699
Drama,264555
Romance,116760
Drama,113294
Drama,42548
Drama,74753
Drama,21462
Drama,77860
Romance,191714
Drama,50535
Drama,354150
Drama,198820
Romance,152603
Drama,211144
Drama,335392
Drama,305044
Drama,46565
Drama,134990
Drama,81242
Drama,390582
Drama,429450
Drama,300490
Drama,48847
Drama,410117
Romance,74643
Drama,381015
Drama,101915
Drama,405204
Drama,133964
Romance,63492
Romance,54469
Drama,72892
Drama,253256
Romance,52338
Romance,51994
Drama,13835
Romance,111910
Romance,37189
Romance,42343
Romance,63612
Romance,95866
Romance,174769
Romance,103934
Romance,69792
Romance,85431
Romance,84199
Romance,60270
Romance,112949
Drama,197489
Romance,172782
Romance,45109
Drama,185567
Drama,238628
Romance,131478
Drama,151679
Drama,33393
Drama,4956
Drama,268735
Drama,16432
Drama,43398
Drama,52315
Drama,43922
Romance,105680
Drama,239678
Romance,330011
Drama,68004
Drama,209440
Drama,149871
Romance,267863
Romance,105114
Romance,204965
Romance,27112
Romance,253851
Romance,351819
Romance,161226
Romance,25973
Romance,170898
Romance,155714
Romance,129400
Romance,35652
Romance,21753
Romance,295273
Romance,320343
Romance,299715
Romance,40084
Romance,272602
Romance,403390
Drama,265180
Romance,20675
Drama,2195
Drama,140208
Drama,324230
Romance,55596
Drama,61527
Drama,104965
Drama,272875
Drama,73869
Drama,112878
Drama,234356
Drama,93511
Drama,59444
Drama,34557
Drama,137484
Drama,23691
Drama,52979
Drama,230606
Drama,305969
Romance,90523
Drama,174372
Drama,81475
Drama,275060
Romance,252724
Drama,165027
Romance,251232
Romance,163814
Romance,262789
Drama,113655
Drama,4274
Drama,329682
Drama,38017
Drama,100669
Drama,88318
Romance,77625
Drama,25801
Romance,59171
Drama,374142
Drama,285011
Drama,79997
Romance,70349
Drama,104041
Drama,196398
Romance,300364
Romance,116712
Romance,189151
Romance,16916
Romance,163042
Romance,312669
Romance,113262
Romance,50186
Romance,357837
Romance,352694
Drama,66068
Romance,43500
Drama,76354
Drama,121197
Romance,50587
Drama,281968
Romance,412363
Romance,73430
Drama,43823
Romance,106131
Romance,188996
Romance,55694
Romance,83459
Romance,302104
Romance,413882
Romance,57005
Romance,353533
Romance,420967
Romance,66702
Romance,119816
Romance,412518
Romance,98604
Romance,126314
Romance,21200
Romance,30295
Romance,41242
Romance,256520
Romance,245597
Romance,37941
Romance,33765
Romance,31357
Drama,358238
Romance,8447
Romance,17362
Romance,10445
Romance,42306
Romance,51935
Romance,50079
Romance,29987
Romance,43390
Romance,9453
Romance,46432
Romance,2307
Drama,54440
Drama,120872
Drama,208556
Romance,48992
Romance,6520
Romance,124304
Romance,8420
Romance,4267
Romance,39406
Romance,10543
Romance,115332
Romance,22874
Romance,15104
Romance,16161
Romance,24266
Romance,18317
Romance,10646
Romance,5923
Drama,51505
Romance,35066
Romance,161795
Romance,10209
Drama,58559
Romance,46081
Drama,167410
Drama,194853
Drama,224339
Drama,226693
Drama,287940
Drama,346763
Drama,363846
Drama,96161
Drama,26153
Drama,132030
Drama,45554
Drama,134908
Drama,139195
Drama,351037
Drama,56296
Drama,176568
Drama,205361
Drama,140894
Drama,43473
Drama,403119
Drama,356626
Drama,278247
Drama,84858
Drama,169794
Drama,120581
Drama,308266
Drama,56968
Drama,21836
Drama,270470
Drama,54971
Drama,436343
Romance,8745
Drama,50662
Drama,45952
Drama,299001
Romance,52741
Romance,27804
Romance,43466
Romance,68981
Romance,84214
Romance,17645
Romance,10035
Romance,43525
Romance,66597
Romance,31017
Drama,27066
Romance,53734
Romance,9037
Romance,639
Drama,24590
Drama,157898
Drama,430158
Drama,335791
Drama,97073
Drama,19392
Drama,381008
Drama,391039
Drama,53524
Drama,338309
Drama,89540
Drama,209410
Romance,28353
Drama,77261
Drama,115239
Drama,218728
Romance,32332
Romance,25016
Romance,41944
Romance,26884
Romance,18569
Romance,65488
Romance,2748
Romance,271304
Romance,14055
Romance,27511
Romance,42623
Romance,41211
Romance,43307
Romance,31988
Romance,130424
Romance,3037
Romance,55971
Romance,125337
Romance,32196
Romance,120862
Romance,10805
Romance,42634
Romance,13669
Romance,1651
Romance,43532
Romance,43350
Romance,9339
Romance,38583
Romance,17952
Romance,34181
Romance,30082
Romance,100196
Romance,43344
Romance,43888
Romance,111017
Romance,11648
Romance,5460
Romance,48130
Romance,16973
Romance,37198
Romance,14752
Romance,45693
Romance,16435
Romance,134738
Romance,146405
Romance,13477
Romance,79995
Romance,52229
Romance,83666
Romance,73517
Romance,85735
Romance,65035
Romance,9924
Romance,55836
Romance,117531
Romance,18143
Romance,37533
Romance,50030
Romance,133119
Romance,42943
Romance,42513
Romance,20171
Romance,269710
Romance,47920
Romance,187028
Romance,84319
Romance,146919
Romance,70806
Romance,286402
Romance,45708
Romance,136437
Romance,64586
Romance,114975
Romance,64318
Romance,54384
Romance,72997
Romance,118011
Romance,16089
Romance,36956
Romance,74946
Romance,228074
Romance,31277
Romance,45760
Romance,48495
Romance,139357
Romance,156201
Romance,4479
Romance,31460
Romance,51939
Romance,31179
Romance,74018
Romance,46616
Romance,250124
Romance,143887
Romance,211579
Romance,296178
Drama,4979
Romance,173541
Drama,69022
Drama,15201
Drama,196852
Drama,71630
Drama,46428
Drama,30768
Drama,421281
Romance,46914
Romance,19900
Drama,100528
Drama,86822
Drama,343369
Drama,144785
Drama,36416
Drama,365451
Drama,338964
Drama,178682
Drama,340484
Drama,68180
Drama,70965
Drama,461088
Drama,217917
Drama,199887
Drama,234850
Drama,44662
Drama,10390
Drama,21352
Drama,53879
Drama,44085
Drama,1363
Drama,40593
Drama,60085
Drama,45190
Romance,259694
Drama,38719
Drama,7485
Drama,29236
Romance,340816
Romance,20975
Romance,305337
Romance,226167
Romance,39850
Romance,20929
Romance,395181
Romance,412209
Romance,33001
Romance,52475
Romance,68340
Romance,271164
Romance,21906
Romance,20656
Romance,49249
Romance,174759
Romance,64880
Romance,16632
Romance,229005
Romance,23767
Romance,238985
Romance,86232
Romance,74436
Romance,340627
Romance,346685
Romance,352890
Romance,373397
Romance,122325
Romance,188001
Romance,42084
Romance,30975
Romance,83524
Romance,87759
Romance,412511
Romance,248503
Romance,126555
Romance,292510
Romance,20390
Romance,20534
Romance,125958
Romance,104810
Romance,55347
Romance,3681
Romance,61266
Romance,9560
Romance,1791
Romance,11558
Romance,10219
Romance,31618
Romance,1819
Romance,29151
Romance,57627
Romance,1378
Romance,60623
Romance,18840
Romance,11448
Romance,57738
Drama,45013
Romance,32552
Romance,712
Drama,33954
Drama,44160
Drama,25838
Drama,20108
Drama,31304
Drama,11328
Drama,14063
Drama,31723
Drama,12777
Drama,31067
Romance,48862
Drama,17008
Drama,33809
Romance,67307
Romance,33734
Romance,49096
Drama,16710
Romance,20857
Romance,18835
Romance,32499
Romance,23655
Romance,20006
Romance,27099
Romance,46727
Romance,109472
Romance,20309
Romance,913
Romance,111794
Romance,3525
Romance,12618
Romance,51515
Romance,45044
Romance,2098
Romance,23627
Romance,95548
Romance,9769
Romance,145
Romance,26941
Romance,44708
Romance,52758
Drama,42150
Romance,11145
Romance,9499
Romance,1643
Romance,3542
Romance,27419
Romance,14945
Romance,27683
Romance,36215
Romance,43673
Romance,45578
Romance,27102
Romance,43799
Romance,39563
Romance,72163
Romance,45996
Romance,27655
Romance,44770
Romance,42718
Romance,102
Romance,27062
Romance,48249
Romance,42795
Romance,18435
Romance,116904
Romance,32687
Romance,28289
Romance,1364
Romance,20324
Romance,31998
Romance,23478
Romance,4974
Romance,31056
Romance,84333
Romance,76297
Romance,89702
Romance,42106
Romance,24385
Romance,11599
Romance,17021
Romance,87825
Romance,103332
Romance,97365
Romance,4252
Romance,34653
Romance,20453
Drama,10387
Romance,31875
Romance,13634
Romance,29501
Drama,821
Drama,25059
Drama,47112
Drama,43358
Drama,33796
Drama,45220
Drama,46884
Drama,1254
Drama,49688
Drama,56474
Drama,15022
Drama,12276
Drama,50070
Drama,19448
Drama,58166
Drama,43899
Drama,43741
Drama,303
Drama,9729
Drama,8271
Drama,47212
Drama,46592
Drama,9787
Romance,91352
Drama,24293
Drama,20978
Drama,20777
Drama,110
Drama,1730
Romance,26642
Romance,85883
Drama,52778
Romance,43088
Romance,108155
Romance,95854
Romance,38684
Romance,105067
Romance,77285
Romance,10184
Romance,20048
Romance,198277
Romance,47901
Romance,885
Romance,95177
Romance,104211
Romance,70868
Romance,100812
Romance,68817
Romance,79730
Romance,20859
Romance,74529
Romance,47261
Romance,47855
Romance,37779
Romance,268171
Romance,79521
Romance,133698
Romance,132654
Romance,43362
Romance,199456
Romance,48689
Romance,167882
Romance,27966
Romance,37294
Romance,266040
Romance,44694
Romance,139662
Romance,299574
Romance,213857
Romance,325555
Romance,372297
Romance,87953
Romance,148430
Romance,27152
Romance,38923
Romance,92180
Romance,84911
Romance,17175
Romance,193229
Romance,92038
Romance,47432
Romance,135281
Romance,286687
Romance,52738
Romance,68507
Romance,58553
Romance,65707
Romance,387252
Romance,329805
Romance,376311
Romance,93685
Romance,106222
Romance,73526
Romance,62009
Romance,62999
Romance,47893
Romance,142757
Romance,109262
Romance,14395
Romance,399417
Romance,44015
Romance,44217
Romance,341174
Romance,52628
Romance,50454
Romance,8651
Romance,76350
Romance,162877
Romance,41093
Romance,208431
Romance,345920
Romance,45029
Romance,5889
Romance,43809
Romance,18329
Romance,18722
Romance,398891
Romance,63555
Romance,22969
Romance,99330
Romance,194
Romance,14313
Romance,4932
Romance,32067
Romance,41771
Romance,1940
Romance,64736
Romance,50085
Romance,62729
Romance,14854
Romance,1976
Romance,36799
Romance,48149
Romance,45145
Romance,47500
Drama,12924
Romance,45127
Drama,5375
Romance,16399
Drama,22519
Drama,46986
Drama,9331
Drama,10449
Romance,45184
Drama,4837
Drama,57575
Drama,131957
Romance,44772
Romance,79782
Drama,949
Drama,103
Drama,121091
Drama,9800
Drama,880
Drama,28774
Drama,85689
Drama,17203
Drama,10479
Drama,1496
Drama,996
Romance,10464
Drama,10784
Drama,21489
Romance,121357
Drama,21484
Drama,5608
Drama,1448
Drama,291861
Romance,50463
Romance,11861
Romance,48260
Drama,24167
Drama,11879
Drama,80713
Drama,64166
Drama,1903
Drama,38925
Drama,18929
Drama,965
Drama,16121
Drama,70801
Drama,8463
Drama,2616
Drama,9289
Drama,10047
Drama,11815
Drama,32043
Drama,9343
Drama,5121
Drama,73351
Drama,1567
Drama,1808
Drama,8545
Drama,10730
Drama,13821
Drama,143750
Drama,11904
Drama,52748
Drama,18169
Drama,9882
Drama,2370
Drama,40879
Drama,961
Drama,14024
Drama,31217
Drama,18254
Drama,3682
Drama,18712
Drama,41662
Drama,33632
Drama,42402
Drama,46976
Drama,18872
Drama,54807
Drama,887
Drama,1802
Drama,17917
Drama,11449
Drama,61563
Drama,33344
Drama,12102
Drama,85242
Drama,124642
Drama,769
Drama,597
Drama,26269
Drama,3596
Drama,27425
Drama,13433
Drama,8446
Drama,1415
Drama,114776
Drama,42740
Drama,14904
Drama,14114
Drama,15292
Drama,2047
Drama,51426
Drama,32328
Drama,1816
Drama,117269
Drama,40427
Drama,14148
Drama,111744
Drama,31685
Drama,1127
Drama,14786
Drama,1990
Drama,20308
Drama,11600
Drama,15664
Drama,11650
Drama,39219
Drama,11653
Drama,38025
Drama,67880
Drama,5721
Drama,9812
Drama,16992
Drama,1662
Drama,22423
Drama,48709
Drama,133008
Drama,86295
Drama,11143
Drama,31943
Romance,19214
Drama,27331
Drama,38729
Drama,20379
Romance,79474
Romance,16176
Romance,40639
Drama,26644
Romance,35810
Romance,43774
Romance,39282
Drama,18776
Drama,20127
Drama,43430
Drama,26701
Drama,30177
Drama,14320
Drama,17030
Drama,67962
Drama,35790
Drama,12637
Drama,1964
Drama,2012
Drama,13205
Drama,78321
Drama,10200
Drama,13243
Drama,15776
Drama,14784
Drama,66027
Drama,14469
Drama,10834
Drama,96395
Drama,43886
Drama,13019
Drama,14626
Drama,19067
Drama,22023
Drama,29450
Drama,92384
Drama,23550
Drama,13245
Romance,74692
Drama,15813
Drama,2750
Romance,40072
Romance,248757
Romance,11300
Romance,25985
Romance,13818
Drama,12579
Drama,9093
Romance,5852
Romance,10956
Drama,46207
Drama,20712
Drama,47607
Drama,28907
Drama,80701
Drama,46756
Drama,85058
Drama,81231
Drama,132883
Drama,50834
Drama,26035
Drama,38073
Drama,40850
Drama,37951
Drama,39334
Drama,31677
Drama,61120
Romance,509
Drama,4962
Drama,16429
Drama,1416
Romance,24137
Romance,33430
Romance,60994
Romance,23601
Romance,72613
Romance,73194
Romance,3001
Romance,24548
Drama,1629
Drama,71762
Drama,12116
Drama,12701
Drama,26782
Romance,17894
Drama,58905
Romance,33731
Drama,254
Drama,18994
Romance,16633
Romance,42791
Drama,20641
Romance,93350
Romance,42094
Romance,175
Romance,12799
Romance,255
Romance,37672
Romance,112961
Romance,987
Romance,24621
Romance,10111
Romance,1407
Romance,50153
Romance,20405
Romance,20527
Romance,2433
Romance,25502
Romance,57977
Romance,18615
Romance,38222
Romance,2288
Romance,46069
Romance,23101
Romance,71701
Romance,4251
Romance,48833
Romance,15566
Romance,64340
Romance,83817
Romance,13523
Romance,11887
Romance,38282
Romance,13196
Romance,23159
Romance,42657
Romance,38665
Romance,1360
Romance,13201
Romance,25649
Romance,28384
Romance,9700
Romance,149763
Romance,39472
Romance,16635
Romance,51956
Romance,103640
Romance,41996
Romance,42217
Romance,49844
Romance,50848
Romance,79519
Romance,77078
Romance,51290
Romance,57424
Romance,12572
Romance,10541
Romance,148044
Romance,236417
Romance,74938
Romance,51384
Romance,117478
Romance,44208
Romance,73454
Romance,161297
Drama,14759
Drama,11661
Drama,1546
Drama,108843
Drama,9291
Drama,15907
Drama,18871
Drama,21997
Drama,53905
Drama,78293
Drama,42222
Drama,21666
Drama,45824
Drama,193704
Drama,135473
Drama,34093
Romance,180635
Drama,73376
Drama,43442
Romance,45247
Romance,121003
Romance,156339
Romance,160139
Romance,200481
Romance,42497
Romance,180951
Romance,308165
Romance,72471
Romance,79698
Drama,78344
Romance,133764
Drama,68883
Romance,206377
Romance,16048
Romance,216015
Drama,22618
Drama,1901
Drama,35170
Romance,94881
Drama,84636
Drama,5844
Drama,87504
Romance,301229
Drama,80440
Drama,98369
Drama,135647
Drama,84180
Drama,84281
Drama,286267
Drama,64897
Drama,88284
Drama,67429
Drama,82618
Drama,86593
Drama,96399
Drama,26974
Drama,79372
Drama,25053
Drama,32678
Drama,27181
Drama,31299
Drama,32084
Drama,43891
Drama,57978
Drama,35867
Drama,14859
Drama,24424
Drama,73931
Drama,94917
Drama,77957
Drama,105983
Drama,106199
Drama,91181
Drama,73889
Drama,45658
Drama,31451
Drama,18033
Drama,43339
Drama,43781
Drama,59861
Romance,100351
Romance,61535
Drama,52188
Romance,167101
Drama,114246
Romance,65656
Romance,56666
Romance,366514
Romance,397517
Romance,317121
Romance,339148
Romance,319017
Romance,31501
Romance,19238
Romance,317114
Romance,222772
Romance,97193
Romance,274127
Romance,336211
Romance,78210
Romance,38551
Romance,241071
Romance,286971
Romance,294991
Romance,133469
Drama,43902
Romance,112570
Romance,36164
Romance,74495
Drama,40979
Drama,38702
Drama,64968
Drama,47870
Drama,145066
Drama,22795
Drama,8279
Drama,13492
Romance,214129
Drama,44967
Drama,68692
Romance,60964
Romance,227077
Drama,29117
Romance,69404
Romance,212508
Romance,65839
Romance,13968
Romance,43035
Romance,267463
Drama,74767
Romance,2004
Romance,73546
Romance,273153
Drama,152790
Drama,15419
Drama,238067
Drama,173908
Drama,192132
Romance,29063
Romance,65679
Drama,172542
Romance,109610
Drama,260202
Drama,76649
Romance,83754
Romance,117878
Romance,57204
Romance,85277
Drama,89584
Drama,249660
Romance,106887
Romance,156529
Romance,369885
Romance,274110
Romance,303680
Romance,143117
Romance,340684
Romance,80301
Romance,137180
Romance,133088
Romance,27074
Romance,10442
Romance,10033
Romance,6282
Romance,24940
Romance,13563
Romance,23111
Romance,42848
Romance,48411
Romance,1443
Romance,24684
Romance,28260
Romance,63443
Romance,9302
Romance,20583
Romance,53472
Romance,858
Romance,16388
Romance,49721
Romance,41659
Romance,33828
Romance,43997
Romance,8217
Drama,34459
Romance,21118
Drama,215031
Romance,202425
Drama,70993
Drama,33091
Romance,11191
Drama,22264
Drama,218689
Drama,201550
Drama,72465
Drama,208277
Drama,102597
Drama,40897
Drama,192136
Drama,29879
Drama,21410
Romance,35717
Drama,189803
Drama,75233
Romance,39964
Drama,70586
Romance,12185
Romance,73969
Romance,171982
Romance,52959
Romance,11044
Romance,12657
Romance,20644
Romance,27437
Romance,16520
Romance,15122
Romance,31526
Romance,2107
Romance,12311
Romance,25719
Romance,15969
Romance,47802
Romance,42599
Romance,42424
Romance,24134
Romance,3109
Romance,10515
Romance,13257
Romance,43739
Romance,23152
Romance,25674
Romance,4043
Romance,4191
Romance,43494
Romance,12568
