id,account,video,play_date,play_duration
7970,246,42857,2019-03-12,197
7971,819,60600,2019-03-23,8929
7972,324,3846,2018-11-25,7784
7973,187,945,2018-09-22,5737
7974,233,28718,2019-03-03,3882
7975,117,55011,2018-12-06,3974
7976,491,12558,2019-04-11,5295
7977,689,40287,2019-04-17,6336
7978,93,26501,2019-02-28,1201
7979,796,2153,2019-02-15,4180
7980,498,53150,2018-09-05,9822
7981,402,13984,2019-01-31,5620
7982,705,15462,2018-11-25,3856
7983,693,9595,2018-09-26,2156
7984,763,35125,2019-07-21,9790
7985,436,17348,2019-08-05,642
7986,203,2027,2019-05-13,1693
7987,190,24725,2019-03-21,7262
7988,197,48538,2019-01-05,6148
7989,579,51148,2019-05-23,1807
7990,535,18525,2019-03-10,2417
7991,570,26869,2019-04-11,5892
7992,227,37997,2019-04-16,4100
7993,509,8705,2019-04-12,768
7994,869,2941,2019-06-15,2264
7995,361,17426,2019-06-25,7544
7996,662,49785,2019-01-29,6875
7997,116,53167,2019-05-18,713
7998,343,27527,2019-04-04,2856
7999,639,20968,2019-07-04,6035
8000,812,48634,2019-01-13,4294
8001,221,3546,2018-09-16,8801
8002,143,24154,2018-11-11,2929
8003,609,60893,2019-05-27,5823
8004,834,11192,2019-06-26,1159
8005,798,10809,2019-08-31,1241
8006,792,48816,2019-07-24,1966
8007,715,14952,2018-12-01,3633
8008,account,video,play_date,play_duration
8009,172,27009,2019-04-05,3291
8010,43,44609,2018-12-28,77
8011,641,13141,2019-02-04,6457
8012,535,59619,2019-05-02,6088
8013,842,21924,2019-03-02,8372
8014,851,3459,2019-09-04,8743
8015,697,54096,2019-02-14,7764
8016,680,526,2019-03-31,3271
8017,861,46,2018-09-09,6443
8018,838,47727,2019-02-27,2821
8019,614,25127,2019-01-10,4487
8020,229,52281,2018-11-22,3476
8021,190,47278,2019-03-07,9510
8022,167,23935,2019-04-19,513
8023,770,30204,2018-11-04,215
8024,445,59558,2019-04-18,10561
8025,578,56325,2018-10-07,1684
8026,726,56681,2019-05-18,4408
8027,346,31476,2019-04-30,7563
8028,297,39040,2019-08-15,4932
8029,704,63998,2019-03-06,6874
8030,416,981,2018-12-12,47
8031,503,60269,2019-07-02,7736
8032,791,46590,2018-10-18,150
8033,671,18218,2019-01-24,7983
8034,774,20489,2019-03-05,3858
8035,109,4830,2018-10-07,5946
8036,176,41071,2019-07-16,9172
8037,589,14548,2019-06-23,4782
8038,317,41333,2019-04-16,1845
8039,627,11181,2019-07-08,9919
8040,338,21551,2018-12-07,7775
8041,814,36336,2018-12-28,8199
8042,533,47133,2019-01-28,7152
8043,763,47638,2018-11-14,6287
8044,417,50423,2019-08-01,6658
8045,767,11760,2019-07-26,10443
8046,620,10453,2019-06-06,7112
8047,790,16846,2019-05-18,4337
8048,592,21527,2019-04-07,2196
8049,149,1181,2018-10-07,5957
8050,745,45501,2018-09-29,9562
8051,109,45500,2019-07-19,2582
8052,213,17114,2018-10-01,9626
8053,436,25140,2019-06-04,356
8054,688,27674,2019-01-03,5867
8055,423,60784,2018-12-08,5808
8056,500,23515,2019-04-15,6843
8057,734,53248,2018-09-23,6081
8058,460,3434,2019-03-12,2692
8059,633,37851,2019-08-04,344
8060,769,48245,2019-03-12,7426
8061,411,24112,2018-11-04,2151
8062,53,36919,2019-05-06,3435
8063,254,8517,2019-02-18,8601
8064,214,2172,2019-04-30,4795
8065,430,63059,2018-10-23,2122
8066,128,15283,2019-06-12,4270
8067,75,11198,2018-12-14,4891
8068,724,18232,2019-07-08,6259
8069,324,31796,2019-01-12,8855
8070,349,49583,2018-10-31,1775
8071,472,25594,2019-01-14,4716
8072,236,26457,2019-07-28,6063
8073,714,32342,2018-11-22,5040
8074,868,16462,2018-11-29,9903
8075,300,4548,2018-12-11,10260
8076,124,15853,2019-08-24,2101
8077,212,24814,2018-12-20,1756
8078,438,63216,2019-04-04,1589
8079,404,34760,2019-06-27,9748
8080,128,41425,2019-05-05,717
8081,724,6913,2019-01-09,1795
8082,843,61719,2019-06-03,4105
8083,5,45353,2018-11-15,2508
8084,799,36894,2019-07-16,946
8085,569,44386,2019-07-23,1166
8086,432,55202,2018-12-04,10260
8087,519,13016,2019-08-23,10415
8088,839,18189,2019-04-23,2999
8089,889,18594,2018-10-11,7268
8090,575,26357,2018-10-08,10059
8091,55,59441,2019-01-29,6264
8092,391,20697,2018-09-17,6935
8093,658,55928,2019-07-17,10151
8094,899,24887,2019-06-25,10667
8095,93,32662,2019-08-05,8008
8096,125,42082,2019-01-31,289
8097,746,25445,2018-11-13,6830
8098,858,64087,2018-11-23,5425
8099,410,59298,2019-02-18,4700
8100,658,10364,2019-01-08,5851
8101,545,19311,2019-06-22,8431
8102,255,63985,2019-04-19,10189
8103,888,11154,2019-01-16,8339
8104,247,32690,2019-07-31,24
8105,246,17362,2019-07-25,1297
8106,50,25948,2018-11-05,9765
8107,872,40297,2019-08-16,4348
8108,591,5913,2018-10-29,4813
8109,793,56972,2018-09-20,795
8110,413,38476,2019-01-26,3885
8111,64,19472,2018-11-04,8610
8112,75,34445,2019-05-09,9925
8113,334,40346,2019-01-18,10588
8114,605,1451,2019-07-07,10783
8115,159,30936,2019-07-12,2734
8116,430,63621,2019-09-02,6245
8117,357,41726,2018-10-23,6294
8118,131,18760,2019-03-07,8294
8119,150,20646,2019-01-30,6748
8120,144,35693,2018-10-27,8733
8121,87,42619,2019-05-25,1476
8122,422,47966,2018-12-08,5215
8123,42,17716,2019-04-28,1743
8124,82,39156,2019-03-13,4491
8125,626,55774,2018-11-05,8358
8126,887,40893,2018-12-03,7310
8127,611,4032,2019-06-27,8092
8128,440,15139,2019-01-04,5307
8129,279,41562,2018-10-13,6837
8130,362,11063,2019-02-15,5246
8131,568,18241,2019-08-20,6142
8132,305,26021,2018-09-12,1718
8133,787,5050,2019-01-24,6985
8134,188,56317,2019-06-10,6976
8135,29,31678,2019-04-08,1073
8136,448,50070,2019-01-13,5134
8137,168,16950,2019-01-01,7737
8138,130,35155,2018-12-09,2219
8139,741,22373,2018-09-29,7494
8140,206,35905,2019-03-25,6651
8141,304,32354,2019-08-20,8287
8142,377,40078,2018-12-27,1670
8143,157,12276,2018-10-15,784
8144,247,50610,2019-07-24,6958
8145,265,51662,2019-02-25,2181
8146,837,54375,2019-07-10,5772
8147,889,23104,2019-01-08,5033
8148,114,13089,2019-08-05,2452
8149,54,64834,2019-04-24,2378
8150,197,10879,2018-10-29,4515
8151,447,32960,2018-10-12,7198
8152,775,63114,2018-12-08,3080
8153,73,18608,2019-07-17,3893
8154,332,51935,2019-08-25,2945
8155,159,2974,2019-04-19,7033
8156,454,54438,2019-03-17,5244
8157,438,21611,2018-11-06,9970
8158,770,1106,2019-04-26,8827
8159,648,18737,2018-09-10,10041
8160,284,893,2019-02-07,9527
8161,402,2945,2019-02-26,1522
8162,768,57475,2018-10-20,4819
8163,543,57165,2019-04-01,2324
8164,400,12716,2019-03-15,4114
8165,155,17727,2019-02-10,2729
8166,245,35224,2018-09-21,498
8167,324,7735,2019-08-27,6868
8168,383,17060,2019-03-02,4564
8169,558,55189,2019-07-26,4433
8170,797,60750,2019-06-27,3067
8171,488,50085,2018-12-15,3063
8172,204,19466,2019-05-20,5724
8173,546,36990,2019-08-28,1920
8174,825,24039,2019-05-27,10254
8175,480,37058,2019-06-23,5898
8176,863,34946,2019-07-07,8068
8177,696,5053,2019-02-13,7821
8178,37,8947,2018-12-15,6531
8179,67,53930,2019-07-25,1136
8180,543,64793,2018-12-01,4559
8181,237,57826,2019-03-30,5611
8182,790,46443,2019-07-01,3077
8183,421,8204,2018-12-28,5105
8184,752,17636,2018-11-05,4462
8185,484,28260,2019-08-13,10737
8186,371,44284,2019-08-31,4102
8187,172,42470,2018-10-03,9725
8188,49,28221,2018-10-19,8189
8189,751,20056,2019-05-18,7876
8190,632,19204,2019-02-20,2865
8191,383,34952,2019-05-11,4861
8192,536,53264,2019-05-14,10144
8193,167,35872,2018-10-29,9199
8194,347,19558,2019-07-27,8720
8195,123,22703,2019-08-03,4684
8196,125,51289,2019-04-13,3177
8197,48,10707,2019-08-01,626
8198,437,22671,2018-09-05,10026
8199,191,33925,2019-06-15,804
8200,121,13123,2018-11-24,9742
8201,580,18969,2019-08-13,1912
8202,158,3641,2018-12-14,1786
8203,611,16111,2018-09-14,1490
8204,782,17883,2019-08-22,4131
8205,289,46807,2018-11-04,2982
8206,758,37514,2019-03-14,2079
8207,564,27517,2018-12-21,3644
8208,519,23753,2019-01-12,7065
8209,415,22519,2019-06-06,8686
8210,629,30695,2019-08-16,838
8211,106,23042,2019-03-03,6353
8212,299,4313,2019-02-09,2741
8213,240,54837,2019-06-10,9040
8214,88,50319,2018-10-03,10294
8215,449,18700,2018-12-19,7544
8216,260,50070,2019-05-10,3305
8217,692,57835,2018-12-17,7527
8218,554,29874,2018-09-06,167
8219,416,11702,2018-12-08,8511
8220,691,36683,2018-11-16,3854
8221,471,14369,2019-04-14,7465
8222,722,24761,2019-05-30,7872
8223,421,13646,2019-08-17,8757
8224,29,39829,2018-09-28,1904
8225,10,61003,2018-10-28,7171
8226,209,59707,2019-04-02,8264
8227,714,2615,2018-12-25,9763
8228,223,61818,2019-02-16,9942
8229,154,43310,2018-09-29,2572
8230,451,29280,2019-06-01,9205
8231,25,49961,2019-05-27,9837
8232,432,21806,2019-06-29,10382
8233,806,52345,2019-01-10,7157
8234,515,6539,2019-04-04,8461
8235,246,51540,2019-08-10,7006
8236,805,32713,2019-07-05,3654
8237,620,11329,2019-04-05,3469
8238,107,53307,2019-03-23,5087
8239,513,13454,2019-01-01,3945
8240,761,35891,2019-01-04,755
8241,497,63764,2019-07-30,3941
8242,256,8208,2018-09-18,2996
8243,770,37140,2018-09-13,4866
8244,883,53990,2019-08-31,302
8245,608,31530,2019-09-01,2595
8246,842,45631,2019-02-27,3544
8247,141,48011,2018-11-07,8528
8248,733,61851,2019-03-07,1012
8249,726,9168,2019-05-09,2365
8250,621,55970,2019-07-01,2234
8251,126,61763,2018-12-03,10244
8252,798,15115,2019-03-28,10514
8253,485,4898,2018-10-12,8943
8254,331,5772,2019-03-15,10577
8255,765,2041,2018-09-21,3186
8256,832,58276,2019-02-10,8082
8257,315,33352,2019-01-26,3599
8258,600,54827,2019-01-29,6934
8259,605,57436,2019-06-28,3757
8260,161,30032,2019-02-15,9793
8261,537,18896,2018-12-20,8355
8262,358,53809,2018-11-02,8897
8263,695,27741,2019-03-02,8615
8264,563,5375,2018-10-03,8159
8265,696,52271,2019-03-26,4651
8266,122,48622,2019-07-25,2196
8267,783,58680,2019-04-07,221
8268,56,11305,2019-01-30,6876
8269,194,5582,2019-07-15,2530
8270,249,55623,2018-11-21,143
8271,449,5053,2019-01-10,447
8272,25,18442,2019-06-24,10083
8273,485,20478,2018-11-25,2777
8274,84,26899,2019-08-15,2848
8275,259,55453,2018-10-19,1447
8276,893,20785,2019-04-12,4940
8277,564,36826,2019-07-09,5045
8278,10,62553,2019-01-26,2800
8279,463,22407,2019-06-29,9837
8280,665,1345,2018-11-28,9054
8281,383,41304,2019-08-27,5990
8282,874,56544,2019-08-26,3445
8283,120,25811,2019-04-29,820
8284,7,64570,2019-02-16,2573
8285,591,8436,2019-07-24,4192
8286,477,41681,2018-12-07,4463
8287,185,59419,2019-08-28,9239
8288,429,19347,2019-05-19,8006
8289,91,15764,2019-03-26,175
8290,415,37125,2019-07-19,1061
8291,563,28827,2018-10-14,4048
8292,318,51675,2018-10-26,3883
8293,114,57913,2019-05-08,4789
8294,757,37876,2019-08-17,9123
8295,728,50621,2018-09-11,321
8296,364,24040,2019-03-08,1351
8297,818,35340,2019-03-07,294
8298,654,26484,2018-09-18,5160
8299,294,58323,2019-04-11,9995
8300,160,23328,2019-07-15,9077
8301,799,20272,2018-11-26,4167
8302,296,39340,2019-08-16,10605
8303,121,5684,2019-03-22,5159
8304,837,31454,2018-09-13,9201
8305,348,41664,2018-11-20,1491
8306,271,52952,2019-04-29,722
8307,770,5270,2019-05-04,4760
8308,269,45028,2018-09-26,404
8309,636,42140,2018-10-24,3200
8310,897,4875,2019-08-16,9359
8311,236,45607,2018-11-15,8103
8312,486,8883,2019-07-08,8567
8313,592,39230,2019-08-29,1299
8314,513,32721,2019-06-18,9770
8315,746,49284,2019-06-29,7309
8316,467,27488,2019-06-04,7723
8317,664,2705,2019-08-19,6918
8318,262,425,2019-06-20,1671
8319,223,1535,2019-03-07,7787
8320,232,33609,2019-03-10,2314
8321,335,14771,2018-12-27,7858
8322,70,53688,2019-07-09,7288
8323,376,4931,2019-04-18,8255
8324,636,19400,2018-11-22,6709
8325,132,7217,2019-08-10,7836
8326,892,371,2018-09-26,2336
8327,202,54316,2018-11-10,10379
8328,168,58089,2019-08-22,3139
8329,210,4076,2019-08-22,668
8330,663,63243,2019-03-05,7419
8331,103,34345,2019-01-16,6020
8332,62,40298,2019-06-13,2842
8333,671,50057,2019-02-21,2995
8334,590,56165,2018-11-01,7859
8335,55,64749,2019-02-23,6737
8336,795,25114,2019-01-15,7454
8337,335,4164,2019-06-24,8923
8338,327,30608,2019-02-11,487
8339,895,33146,2018-09-19,9870
8340,302,13551,2019-07-30,8472
8341,480,58642,2019-05-03,6994
8342,685,29202,2019-07-09,4440
8343,723,2005,2019-01-01,501
8344,301,49965,2018-12-21,7336
8345,246,3404,2019-04-13,5444
8346,69,55044,2019-02-10,895
8347,528,13825,2019-03-19,2308
8348,524,39297,2019-02-20,380
8349,138,6782,2019-01-31,8967
8350,798,55875,2019-08-08,3082
8351,615,34347,2018-09-15,2186
8352,95,19540,2018-12-10,514
8353,561,47673,2019-02-01,5720
8354,300,64296,2019-08-24,3804
8355,113,21287,2018-10-28,7856
8356,175,32096,2019-02-09,5568
8357,555,11739,2019-09-03,1655
8358,423,47320,2019-08-09,2130
8359,869,46902,2018-12-07,276
8360,129,37712,2019-02-09,9646
8361,590,219,2019-04-22,10049
8362,558,6764,2018-11-25,4884
8363,632,22954,2019-08-31,4878
8364,132,8617,2019-02-01,7991
8365,708,9167,2019-07-29,9119
8366,195,28371,2019-05-15,405
8367,857,32215,2019-08-01,9321
8368,760,4564,2019-02-24,1670
8369,154,8237,2019-03-09,9621
8370,117,17281,2018-12-25,4606
8371,639,28642,2019-08-09,666
8372,586,49713,2019-08-11,5222
8373,267,33787,2019-07-15,7367
8374,468,27860,2019-05-15,3584
8375,278,28961,2019-07-23,3147
8376,558,19816,2019-07-22,8242
8377,255,17702,2019-05-11,1952
8378,114,50477,2018-09-14,5583
8379,83,1896,2019-06-28,6774
8380,173,18985,2019-02-25,2484
8381,211,43899,2019-03-29,928
8382,390,27170,2019-01-31,1295
8383,218,54219,2019-03-07,9347
8384,3,26460,2019-04-14,10052
8385,738,12074,2019-05-05,7625
8386,773,60348,2018-09-15,3775
8387,542,19383,2018-11-30,8018
8388,79,37263,2019-04-16,4730
8389,452,16300,2018-11-05,2494
8390,429,18895,2019-07-28,2156
8391,524,45406,2019-05-13,9546
8392,888,16521,2019-05-15,7344
8393,679,52901,2019-07-10,5789
8394,364,38817,2019-07-22,1131
8395,470,37020,2019-06-25,7626
8396,287,55815,2018-11-07,8388
8397,420,27286,2019-08-19,1955
8398,598,57648,2018-11-29,8978
8399,36,47910,2018-11-01,6966
8400,621,6227,2019-08-01,7344
8401,724,4102,2019-04-15,652
8402,609,23323,2019-05-03,10425
8403,305,64320,2018-10-31,6481
8404,28,1083,2018-11-20,10701
8405,623,58108,2019-03-29,9394
8406,80,49043,2019-03-29,6905
8407,845,94,2019-02-17,2345
8408,720,42108,2019-01-30,2332
8409,779,35225,2019-01-30,9192
8410,505,58029,2019-06-27,2748
8411,265,39325,2019-06-19,8801
8412,804,23950,2019-08-16,95
8413,710,56615,2019-02-21,2088
8414,242,62393,2019-08-02,4115
8415,701,35423,2018-12-12,5643
8416,593,5294,2019-06-25,6448
8417,165,41838,2018-10-29,4186
8418,174,54328,2019-03-31,7918
8419,187,8528,2019-05-30,5643
8420,361,61612,2019-01-11,8699
8421,809,38201,2019-03-30,6233
8422,136,46301,2019-03-16,7166
8423,803,58430,2019-04-06,2393
8424,144,50947,2018-10-31,2682
8425,712,22594,2019-06-12,400
8426,502,2734,2019-04-23,7265
8427,466,15930,2018-12-31,6940
8428,121,22,2018-10-20,2776
8429,674,54289,2019-03-12,9412
8430,527,59960,2019-04-29,7835
8431,699,31554,2018-12-01,8439
8432,659,7841,2018-11-24,7240
8433,218,56821,2019-06-01,4775
8434,396,13555,2018-12-13,5303
8435,825,46175,2019-08-25,8358
8436,333,29420,2018-11-16,6891
8437,437,44300,2019-02-24,3288
8438,762,22441,2018-12-31,3888
8439,449,12924,2019-07-31,6417
8440,542,50466,2019-07-18,1229
8441,534,60724,2018-12-10,8205
8442,788,50596,2019-06-12,7170
8443,29,56028,2019-07-12,6674
8444,250,27659,2019-05-23,1177
8445,705,19524,2018-11-14,347
8446,170,60773,2019-01-26,1037
8447,534,63396,2018-12-03,10067
8448,218,61627,2019-06-29,8003
8449,238,51658,2019-01-03,3424
8450,392,51434,2018-09-08,5662
8451,645,60753,2019-08-25,9947
8452,521,2533,2018-10-31,9545
8453,272,46432,2018-11-08,4219
8454,758,41869,2018-12-08,4327
8455,1,27246,2019-08-20,9701
8456,703,45261,2018-10-15,1714
8457,262,42140,2019-06-28,3202
8458,221,15240,2018-11-16,2929
8459,182,46082,2018-12-23,5158
8460,660,35933,2019-07-22,7387
8461,862,12321,2019-06-29,4734
8462,387,32514,2019-05-30,10038
8463,541,19831,2019-01-02,10041
8464,841,55503,2018-12-10,3879
8465,414,22991,2019-07-02,6248
8466,730,3289,2018-12-17,4966
8467,192,28576,2019-01-10,5277
8468,509,18839,2019-08-19,9552
8469,467,39846,2019-01-08,8550
8470,712,19060,2019-03-28,9323
8471,403,57678,2018-11-09,9329
8472,308,24503,2019-03-24,4089
8473,327,21327,2019-09-03,636
8474,249,33416,2018-12-07,7267
8475,161,19974,2019-05-25,6838
8476,504,21278,2019-03-25,5381
8477,63,17051,2018-12-29,6778
8478,299,43140,2018-12-22,3069
8479,610,29173,2018-09-17,8332
8480,609,13611,2019-03-01,9983
8481,707,7230,2019-01-08,9025
8482,868,51871,2019-05-26,1079
8483,626,15630,2019-05-27,4521
8484,463,59238,2019-06-10,2636
8485,38,22531,2019-04-11,9835
8486,585,58203,2019-05-20,7474
8487,792,10073,2019-04-18,3334
8488,873,20629,2019-03-06,3982
8489,47,63281,2019-04-17,1906
8490,706,22608,2019-01-04,5440
8491,778,40287,2019-05-11,5100
8492,845,15769,2018-10-13,8178
8493,63,34987,2019-06-11,5558
8494,727,35752,2019-03-09,4596
8495,528,8789,2019-08-25,6460
8496,629,34406,2019-04-01,4440
8497,352,54022,2019-02-02,7391
8498,537,50344,2019-06-23,4654
8499,374,23316,2018-12-17,4817
8500,69,44520,2018-10-07,8644
8501,243,35037,2018-11-25,5777
8502,796,60803,2019-05-28,5751
8503,257,15,2018-11-02,10013
8504,465,19095,2019-07-18,7001
8505,318,48856,2019-02-07,8211
8506,631,43041,2019-07-14,9499
8507,687,59226,2019-05-23,2182
8508,251,38667,2019-02-13,2300
8509,389,33669,2018-10-24,812
8510,142,1911,2018-09-24,6410
8511,595,55146,2018-09-22,9212
8512,808,6365,2019-01-03,7913
8513,598,50709,2019-09-04,6898
8514,424,13993,2018-12-02,6643
8515,68,757,2019-04-13,8005
8516,314,8028,2019-01-31,6057
8517,663,32148,2018-12-04,6554
8518,20,15115,2018-09-26,8470
8519,357,16594,2018-12-13,2418
8520,576,1457,2018-10-24,5463
8521,411,23678,2019-03-23,4117
8522,33,13775,2018-11-17,9149
8523,50,1204,2019-08-27,9610
8524,511,23306,2018-12-09,3373
8525,289,44534,2018-09-17,10690
8526,315,41394,2019-02-17,1485
8527,506,4174,2019-02-14,10092
8528,23,47294,2019-08-02,6054
8529,131,52204,2019-06-03,1946
8530,8,59226,2018-09-16,7129
8531,565,10536,2019-07-02,6056
8532,91,60948,2019-07-12,6050
8533,704,57406,2019-02-22,1773
8534,755,30496,2019-05-04,7819
8535,852,20969,2018-12-11,4618
8536,363,26904,2019-05-12,4882
8537,409,16421,2018-11-11,3854
8538,838,54272,2019-06-03,3514
8539,372,62279,2019-08-11,3009
8540,810,11018,2019-06-19,7609
8541,394,28919,2019-05-08,10192
8542,640,36656,2019-09-04,600
8543,294,15492,2018-11-30,8167
8544,791,1514,2019-06-01,10424
8545,777,42680,2018-09-24,1087
8546,359,39798,2019-08-03,7508
8547,306,56736,2019-06-19,6521
8548,314,62822,2019-02-14,1975
8549,255,55574,2019-07-09,3682
8550,567,43600,2019-01-17,6752
8551,203,13895,2019-04-06,9052
8552,217,25074,2018-10-01,3114
8553,236,30595,2019-03-05,1974
8554,353,20803,2019-07-26,3316
8555,883,64208,2019-05-18,9833
8556,469,42391,2019-08-05,2302
8557,12,18500,2018-10-16,195
8558,64,39091,2018-11-07,5932
8559,274,47244,2018-09-28,3185
8560,534,18638,2019-07-19,2199
8561,496,25829,2019-05-05,303
8562,308,46896,2019-05-09,9493
8563,449,60917,2019-08-22,6469
8564,809,19844,2018-10-07,277
8565,207,51961,2019-01-25,5677
8566,821,38326,2018-09-17,10178
8567,855,2316,2019-06-17,9052
8568,275,26947,2018-10-23,2825
8569,862,33020,2018-12-11,7274
8570,633,50804,2019-03-26,9446
8571,189,13625,2019-07-05,7229
8572,188,5276,2019-02-23,1695
8573,307,54989,2019-01-16,1290
8574,862,14000,2019-03-05,3306
8575,603,9732,2019-01-30,4937
8576,714,54693,2018-09-10,2837
8577,13,11909,2019-01-18,6355
8578,405,13297,2019-04-23,2447
8579,860,55382,2018-10-03,4288
8580,135,58330,2019-03-17,1639
8581,848,52057,2018-10-02,3359
8582,865,52575,2019-01-22,7065
8583,291,64194,2019-04-16,5265
8584,657,44772,2018-10-17,3413
8585,709,40241,2018-11-05,10028
8586,558,35915,2018-09-30,10082
8587,891,35715,2018-11-26,1693
8588,431,14930,2019-03-25,4974
8589,418,61360,2019-02-17,1250
8590,852,48908,2019-04-21,9873
8591,231,43123,2019-01-02,953
8592,205,29229,2019-08-10,10046
8593,81,34068,2019-03-03,5455
8594,414,55072,2018-12-08,4070
8595,658,11495,2018-11-17,513
8596,297,28163,2019-05-09,6553
8597,684,58641,2019-01-28,8389
8598,800,53051,2019-07-10,492
8599,679,23170,2019-02-26,4663
8600,143,40696,2018-10-06,9061
8601,233,49398,2019-05-22,5767
8602,192,53962,2018-12-09,5042
8603,652,13325,2018-11-22,3829
8604,382,26846,2018-12-25,6739
8605,462,51373,2019-06-24,8939
8606,589,8443,2018-12-26,2206
8607,1,40267,2018-09-08,4339
8608,564,38686,2018-12-12,1281
8609,865,56658,2019-07-24,992
8610,778,46834,2018-12-21,868
8611,263,42752,2019-01-25,10695
8612,104,56125,2018-12-16,1428
8613,622,6866,2019-05-31,5275
8614,64,29795,2018-10-29,6551
8615,368,46883,2019-03-05,1347
8616,877,30618,2019-05-18,76
8617,879,9662,2019-04-25,6732
8618,76,34372,2019-06-16,3272
8619,42,60969,2019-03-01,4706
8620,547,35937,2018-10-18,327
8621,501,9629,2019-08-02,4250
8622,353,52677,2019-01-05,7112
8623,650,56657,2019-02-26,6276
8624,238,19224,2018-09-08,2060
8625,672,52511,2019-03-11,7499
8626,526,22108,2018-10-10,5721
8627,772,32200,2019-06-20,1210
8628,880,60737,2019-08-04,5583
8629,480,51722,2019-02-26,5220
8630,389,44270,2018-11-17,4576
8631,752,10167,2018-11-06,6823
8632,392,9754,2018-09-20,3023
8633,576,29436,2019-03-25,268
8634,731,18283,2019-02-19,9640
8635,542,35488,2019-01-11,3297
8636,743,29270,2018-12-28,1500
8637,749,33457,2019-07-13,1134
8638,712,23305,2018-12-14,8478
8639,866,55252,2019-02-06,4512
8640,555,11172,2019-03-26,6606
8641,452,9587,2018-11-09,382
8642,608,22166,2019-02-24,7615
8643,415,53948,2019-03-18,2896
8644,41,45331,2018-09-10,4243
8645,229,48735,2019-01-19,649
8646,480,48227,2019-02-26,4522
8647,376,6827,2019-06-28,7853
8648,130,63603,2018-12-15,4789
8649,676,24891,2019-07-13,2896
8650,188,55380,2019-07-24,2280
8651,528,23921,2019-04-02,5012
8652,482,34140,2019-05-13,5266
8653,671,11337,2019-07-10,10683
8654,613,13661,2018-11-30,7713
8655,637,37434,2018-12-29,9897
8656,562,33402,2019-04-17,448
8657,28,35141,2018-10-03,8566
8658,580,8595,2018-10-14,3678
8659,3,18813,2019-07-18,8522
8660,626,22189,2019-07-28,2973
8661,704,60547,2018-12-23,4174
8662,72,53969,2019-04-29,6955
8663,489,25459,2019-04-28,5615
8664,414,43050,2019-01-19,1771
8665,427,59795,2019-04-15,9240
8666,375,20879,2019-07-21,6049
8667,391,6198,2019-02-01,3835
8668,798,55234,2019-02-03,9355
8669,385,11837,2019-05-05,5465
8670,700,27837,2019-08-18,10712
8671,184,46362,2019-03-25,2185
8672,59,58345,2019-06-25,7113
8673,894,58792,2018-10-19,9664
8674,202,45084,2019-08-30,1008
8675,249,59457,2019-01-29,7029
8676,628,20871,2018-10-01,146
8677,764,27445,2019-06-09,10075
8678,48,14621,2018-12-15,9784
8679,177,41071,2019-05-24,9653
8680,868,36884,2019-09-03,8151
8681,685,29991,2018-09-14,10478
8682,701,61372,2018-10-15,10333
8683,759,56062,2018-09-15,10428
8684,160,38931,2019-05-19,7571
8685,108,45079,2018-11-05,4436
8686,739,10504,2019-04-14,9291
8687,453,746,2019-03-17,5948
8688,794,27853,2018-12-13,8159
8689,406,15309,2019-01-18,1959
8690,358,36008,2019-07-10,8777
8691,520,11721,2019-07-14,8089
8692,304,55905,2018-12-23,3515
8693,478,23625,2019-07-21,7829
8694,536,47301,2018-09-19,2691
8695,840,41775,2019-06-14,5737
8696,472,110,2019-01-03,9068
8697,728,53356,2018-12-20,2206
8698,51,64685,2018-09-17,4819
8699,138,10432,2019-05-19,6080
8700,755,25174,2019-01-06,1928
8701,86,63711,2019-05-25,9872
8702,134,18141,2018-09-23,3189
8703,36,41107,2019-06-26,8436
8704,632,27579,2018-12-24,2875
8705,32,35218,2019-08-23,1404
8706,79,49514,2019-05-06,1159
8707,793,64692,2019-07-24,858
8708,870,4247,2019-04-29,7825
8709,744,15527,2019-05-06,10263
8710,776,53854,2019-04-21,3724
8711,232,49104,2019-03-03,6742
8712,238,50602,2019-02-14,660
8713,668,2230,2019-04-06,360
8714,372,22105,2019-01-01,2383
8715,714,18325,2018-09-28,1322
8716,151,43157,2019-01-07,4774
8717,900,8760,2018-12-27,4567
8718,252,31234,2018-12-18,3233
8719,732,48298,2018-11-11,6700
8720,52,1615,2018-12-06,4661
8721,269,10857,2018-09-19,5396
8722,75,13166,2019-07-21,5715
8723,65,35854,2019-02-18,2712
8724,887,30362,2019-03-18,1613
8725,412,53408,2019-04-19,7694
8726,211,40935,2019-06-14,9958
8727,348,19083,2019-02-17,5397
8728,274,2918,2018-11-09,1378
8729,510,3849,2019-03-08,2248
8730,571,23958,2019-06-19,1526
8731,516,21133,2018-12-09,2820
8732,631,40614,2018-11-09,1369
8733,639,3970,2019-01-18,7094
8734,273,25021,2019-08-15,6784
8735,288,10965,2018-11-17,10582
8736,418,20933,2019-03-27,4405
8737,366,27018,2019-01-05,1211
8738,315,1730,2018-12-22,7207
8739,123,27543,2019-05-29,4425
8740,65,17,2019-02-23,4200
8741,95,32552,2019-04-18,6614
8742,697,26294,2019-03-08,10602
8743,749,64093,2018-09-24,1067
8744,864,24402,2018-11-27,9940
8745,677,17071,2019-06-12,10782
8746,244,55079,2019-01-22,2633
8747,852,40914,2019-05-01,8110
8748,497,23696,2019-07-18,3250
8749,35,6859,2019-06-07,1091
8750,29,31972,2019-05-04,5370
