"from","to","Carrier","Departures","Seats","Passengers","Aircraft","Distance"
"AEX","CSG","Vision Airlines",1,150,80,617,455
"AEX","HRL","Vision Airlines",3,450,366,617,468
"AEX","IAH","Vision Airlines",2,300,109,617,190
"AEX","MDT","Vision Airlines",4,600,76,617,1075
"AEX","MSP","Vision Airlines",4,600,63,617,936
"AEX","ORD","Vision Airlines",3,450,49,617,778
"AEX","TOL","Vision Airlines",3,450,47,617,858
"ATL","GPT","Vision Airlines",7,952,598,617,352
"ATL","GPT","Vision Airlines",2,272,164,619,352
"ATL","HRL","Vision Airlines",1,150,131,617,942
"ATL","SDF","Vision Airlines",27,810,288,449,321
"ATL","SDF","Vision Airlines",1,30,5,619,321
"ATL","SDF","Vision Airlines",3,90,36,449,321
"AUS","BKG","Vision Airlines",7,210,143,449,507
"BKG","AUS","Vision Airlines",7,210,160,449,507
"BKG","DSM","Vision Airlines",7,210,124,449,346
"BKG","HOU","Vision Airlines",7,210,148,449,490
"BKG","MDW","Vision Airlines",7,210,111,449,466
"BNA","GPT","Vision Airlines",1,136,115,617,418
"CAE","GPT","Vision Airlines",1,136,134,619,526
"CAK","GPT","Vision Airlines",1,136,127,617,841
"CLT","GPT","Vision Airlines",1,136,122,617,577
"CLT","MIA","Vision Airlines",1,30,23,449,650
"CSG","GPT","Vision Airlines",3,450,443,617,284
"CSG","IAH","Vision Airlines",2,336,130,614,640
"CSG","MIA","Vision Airlines",1,150,146,617,542
"CVG","GPT","Vision Airlines",1,136,123,617,646
"DAY","GPT","Vision Airlines",1,136,130,619,710
"DSM","BKG","Vision Airlines",7,210,95,449,346
"ELP","AEX","Vision Airlines",1,150,16,617,816
"GCN","GCN","Vision Airlines",1,19,18,448,0
"GCN","VGT","Vision Airlines",1,30,21,449,172
"GCN","VGT","Vision Airlines",75,1425,1217,448,172
"GCN","VGT","Vision Airlines",20,600,563,449,172
"GPT","ATL","Vision Airlines",6,816,567,617,352
"GPT","ATL","Vision Airlines",3,408,307,619,352
"GPT","BNA","Vision Airlines",1,136,115,617,418
"GPT","CAE","Vision Airlines",1,136,134,617,526
"GPT","CAK","Vision Airlines",1,136,127,619,841
"GPT","CHA","Vision Airlines",1,136,121,617,390
"GPT","CLE","Vision Airlines",1,136,127,617,859
"GPT","CLT","Vision Airlines",1,200,108,625,577
"GPT","CVG","Vision Airlines",1,136,124,617,646
"GPT","DAY","Vision Airlines",1,136,130,619,710
"GPT","IND","Vision Airlines",1,136,109,617,661
"GPT","JAX","Vision Airlines",1,136,128,617,441
"GPT","JAX","Vision Airlines",1,136,122,619,441
"GPT","LAN","Vision Airlines",1,136,113,619,888
"GPT","LRD","Vision Airlines",3,450,435,617,660
"GPT","MKE","Vision Airlines",1,136,118,617,867
"GPT","MSP","Vision Airlines",1,136,128,617,1024
"GPT","PIE","Vision Airlines",6,816,723,617,423
"GPT","PIE","Vision Airlines",4,544,493,619,423
"GPT","RDU","Vision Airlines",1,136,116,619,705
"GPT","RIC","Vision Airlines",1,136,129,617,832
"GPT","RSW","Vision Airlines",1,136,130,617,519
"GPT","SFB","Vision Airlines",1,136,133,617,485
"GPT","SRQ","Vision Airlines",1,136,122,619,446
"GPT","YNG","Vision Airlines",1,136,127,617,883
"HOU","BKG","Vision Airlines",7,210,139,449,490
"HRL","AEX","Vision Airlines",4,600,95,617,468
"HRL","CSG","Vision Airlines",3,450,48,617,880
"IAG","PGD","Vision Airlines",5,840,829,614,1129
"IAG","PGD","Vision Airlines",1,136,48,619,1129
"IAG","VPS","Vision Airlines",5,680,439,619,966
"ILM","GPT","Vision Airlines",1,136,115,617,705
"IND","GPT","Vision Airlines",1,168,109,614,661
"JAX","GPT","Vision Airlines",2,272,245,617,441
"LAN","GPT","Vision Airlines",1,136,113,617,888
"LRD","AEX","Vision Airlines",11,1650,438,617,491
"MCI","HRL","Vision Airlines",2,300,249,617,917
"MDT","AEX","Vision Airlines",1,150,120,617,1075
"MDT","ELP","Vision Airlines",1,150,147,617,1747
"MDT","HRL","Vision Airlines",1,150,122,617,1539
"MDT","LRD","Vision Airlines",1,150,123,617,1562
"MDW","BKG","Vision Airlines",7,210,116,449,466
"MIA","CSG","Vision Airlines",2,336,37,614,542
"MIA","DAL","Vision Airlines",2,336,119,614,1110
"MIA","VPS","Vision Airlines",5,680,223,619,499
"MSP","GPT","Vision Airlines",1,136,126,617,1024
"MSP","OMA","Vision Airlines",4,600,288,617,282
"OMA","LRD","Vision Airlines",4,600,479,617,968
"ORD","ATL","Vision Airlines",1,150,71,617,606
"ORD","MCI","Vision Airlines",2,300,148,617,403
"ORF","GPT","Vision Airlines",1,136,129,619,865
"ORH","PGD","Vision Airlines",10,1680,1370,614,1203
"ORH","SFB","Vision Airlines",10,1680,1288,614,1068
"PGD","BOS","Vision Airlines",1,168,105,614,1232
"PGD","IAG","Vision Airlines",5,840,601,614,1129
"PGD","IAG","Vision Airlines",1,136,122,619,1129
"PGD","ORH","Vision Airlines",10,1680,1075,614,1203
"PGD","RFD","Vision Airlines",5,840,606,614,1127
"PHX","TUS","Vision Airlines",1,30,19,449,110
"PIE","GPT","Vision Airlines",7,952,827,617,423
"PIE","GPT","Vision Airlines",3,408,346,619,423
"PIE","SDF","Vision Airlines",1,136,115,619,730
"RDU","ILM","Vision Airlines",1,136,61,617,122
"RDU","ILM","Vision Airlines",1,136,54,619,122
"RFD","PGD","Vision Airlines",5,840,804,614,1127
"RIC","ORF","Vision Airlines",1,136,47,617,75
"RIC","ORF","Vision Airlines",1,136,82,619,75
"RNO","VGT","Vision Airlines",1,19,8,448,337
"SDF","ATL","Vision Airlines",27,810,282,449,321
"SDF","ATL","Vision Airlines",1,30,7,619,321
"SDF","ATL","Vision Airlines",3,90,39,449,321
"SDF","PIE","Vision Airlines",1,136,117,619,730
"SFB","GPT","Vision Airlines",1,136,133,619,485
"SFB","ORH","Vision Airlines",10,1680,961,614,1068
"SRQ","GPT","Vision Airlines",1,136,123,617,446
"TOL","LRD","Vision Airlines",3,450,380,617,1312
"TUS","FLG","Vision Airlines",1,30,19,449,212
"TYS","GPT","Vision Airlines",1,136,124,617,475
"VGT","1G4","Vision Airlines",52,988,780,448,79
"VGT","GCN","Vision Airlines",1,30,21,449,172
"VGT","GCN","Vision Airlines",75,1425,1210,448,172
"VGT","GCN","Vision Airlines",20,600,562,449,172
"VGT","RNO","Vision Airlines",1,19,8,448,337
"VGT","VGT","Vision Airlines",27,513,369,448,0
"VPS","IAG","Vision Airlines",5,680,292,619,966
"VPS","MIA","Vision Airlines",5,680,389,619,499
"YNG","GPT","Vision Airlines",1,136,124,619,883
"ALB","EWR","Commutair Aka Champlain Enterprises, Inc.",45,1665,1028,491,143
"AVP","EWR","Commutair Aka Champlain Enterprises, Inc.",93,3441,2061,491,93
"BDL","EWR","Commutair Aka Champlain Enterprises, Inc.",58,2146,1403,491,115
"BUF","CLE","Commutair Aka Champlain Enterprises, Inc.",39,1443,1174,491,192
"CLE","BUF","Commutair Aka Champlain Enterprises, Inc.",39,1443,1031,491,192
"CLE","CMH","Commutair Aka Champlain Enterprises, Inc.",68,2516,1398,491,112
"CLE","DAY","Commutair Aka Champlain Enterprises, Inc.",31,1147,688,491,162
"CLE","ERI","Commutair Aka Champlain Enterprises, Inc.",96,3552,2463,491,98
"CLE","FNT","Commutair Aka Champlain Enterprises, Inc.",88,3256,2586,491,145
"CLE","GRR","Commutair Aka Champlain Enterprises, Inc.",22,814,596,491,214
"CLE","IAD","Commutair Aka Champlain Enterprises, Inc.",51,1887,922,491,288
"CLE","IND","Commutair Aka Champlain Enterprises, Inc.",53,1961,1074,491,261
"CLE","MDT","Commutair Aka Champlain Enterprises, Inc.",71,2627,1833,491,280
"CLE","MSN","Commutair Aka Champlain Enterprises, Inc.",21,777,423,491,402
"CLE","PIT","Commutair Aka Champlain Enterprises, Inc.",98,3626,2074,491,105
"CLE","ROC","Commutair Aka Champlain Enterprises, Inc.",1,37,24,491,245
"CLE","SBN","Commutair Aka Champlain Enterprises, Inc.",72,2664,1484,491,232
"CLE","SDF","Commutair Aka Champlain Enterprises, Inc.",1,37,34,491,304
"CLE","SYR","Commutair Aka Champlain Enterprises, Inc.",65,2405,1774,491,317
"CMH","CLE","Commutair Aka Champlain Enterprises, Inc.",68,2516,1546,491,112
"DAY","CLE","Commutair Aka Champlain Enterprises, Inc.",31,1147,832,491,162
"ERI","CLE","Commutair Aka Champlain Enterprises, Inc.",96,3552,2726,491,98
"EWR","ALB","Commutair Aka Champlain Enterprises, Inc.",46,1702,1146,491,143
"EWR","AVP","Commutair Aka Champlain Enterprises, Inc.",94,3478,2277,491,93
"EWR","BDL","Commutair Aka Champlain Enterprises, Inc.",59,2183,1144,491,115
"EWR","IAD","Commutair Aka Champlain Enterprises, Inc.",115,4255,2307,491,213
"EWR","ITH","Commutair Aka Champlain Enterprises, Inc.",75,2775,1569,491,171
"EWR","MDT","Commutair Aka Champlain Enterprises, Inc.",98,3626,2152,491,141
"EWR","PHL","Commutair Aka Champlain Enterprises, Inc.",100,3700,2018,491,81
"EWR","SYR","Commutair Aka Champlain Enterprises, Inc.",63,2331,1646,491,194
"FNT","CLE","Commutair Aka Champlain Enterprises, Inc.",88,3256,2473,491,145
"GRR","CLE","Commutair Aka Champlain Enterprises, Inc.",21,777,527,491,214
"IAD","CLE","Commutair Aka Champlain Enterprises, Inc.",52,1924,853,491,288
"IAD","EWR","Commutair Aka Champlain Enterprises, Inc.",117,4329,2486,491,213
"IND","CLE","Commutair Aka Champlain Enterprises, Inc.",53,1961,1139,491,261
"ITH","EWR","Commutair Aka Champlain Enterprises, Inc.",75,2775,2179,491,171
"MDT","CLE","Commutair Aka Champlain Enterprises, Inc.",69,2553,1894,491,280
"MDT","EWR","Commutair Aka Champlain Enterprises, Inc.",98,3626,1892,491,141
"MDT","IAD","Commutair Aka Champlain Enterprises, Inc.",2,74,51,491,94
"MSN","CLE","Commutair Aka Champlain Enterprises, Inc.",21,777,580,491,402
"PHL","EWR","Commutair Aka Champlain Enterprises, Inc.",100,3700,2271,491,81
"PIT","CLE","Commutair Aka Champlain Enterprises, Inc.",98,3626,2307,491,105
"ROC","CLE","Commutair Aka Champlain Enterprises, Inc.",1,37,33,491,245
"SBN","CLE","Commutair Aka Champlain Enterprises, Inc.",72,2664,1338,491,232
"SDF","CLE","Commutair Aka Champlain Enterprises, Inc.",1,37,9,491,304
"SYR","CLE","Commutair Aka Champlain Enterprises, Inc.",62,2294,1898,491,317
"SYR","ERI","Commutair Aka Champlain Enterprises, Inc.",1,37,17,491,220
"SYR","EWR","Commutair Aka Champlain Enterprises, Inc.",65,2405,1965,491,194
"BRL","ORD","Multi-Aero, Inc. d/b/a Air Choice One",54,432,342,415,186
"BRL","STL","Multi-Aero, Inc. d/b/a Air Choice One",55,440,259,415,146
"DEC","ORD","Multi-Aero, Inc. d/b/a Air Choice One",77,616,345,415,156
"DEC","STL","Multi-Aero, Inc. d/b/a Air Choice One",79,632,250,415,110
"ORD","BRL","Multi-Aero, Inc. d/b/a Air Choice One",54,432,328,415,186
"ORD","DEC","Multi-Aero, Inc. d/b/a Air Choice One",78,624,314,415,156
"STL","BRL","Multi-Aero, Inc. d/b/a Air Choice One",55,440,239,415,146
"STL","DEC","Multi-Aero, Inc. d/b/a Air Choice One",79,632,238,415,110
"ABE","ORD","American Eagle Airlines Inc.",34,1700,1235,675,654
"ABE","ORD","American Eagle Airlines Inc.",45,1980,1203,676,654
"ABI","DFW","American Eagle Airlines Inc.",84,4200,2807,675,158
"ABI","DFW","American Eagle Airlines Inc.",123,5412,3928,676,158
"ABQ","ORD","American Eagle Airlines Inc.",58,3684,2783,631,1118
"ABQ","SAF","American Eagle Airlines Inc.",1,50,48,675,49
"ABQ","SAF","American Eagle Airlines Inc.",1,44,39,676,49
"ACT","DFW","American Eagle Airlines Inc.",20,1000,708,675,89
"ACT","DFW","American Eagle Airlines Inc.",40,1760,1319,676,89
"AEX","DFW","American Eagle Airlines Inc.",5,250,132,675,285
"AEX","DFW","American Eagle Airlines Inc.",87,3828,2651,676,285
"AGS","DFW","American Eagle Airlines Inc.",2,100,67,675,874
"AGS","DFW","American Eagle Airlines Inc.",58,2552,1998,676,874
"AMA","DFW","American Eagle Airlines Inc.",30,1500,833,675,313
"AMA","DFW","American Eagle Airlines Inc.",41,1804,1611,676,313
"ATL","JFK","American Eagle Airlines Inc.",1,63,31,631,760
"ATL","LGA","American Eagle Airlines Inc.",176,11310,7867,631,761
"ATL","MDT","American Eagle Airlines Inc.",1,63,56,631,619
"ATL","MIA","American Eagle Airlines Inc.",60,3000,2751,675,595
"ATL","ORD","American Eagle Airlines Inc.",189,12013,9033,631,606
"ATL","ORD","American Eagle Airlines Inc.",4,200,179,675,606
"ATL","ROC","American Eagle Airlines Inc.",1,65,61,631,749
"AUS","ORD","American Eagle Airlines Inc.",30,1900,1613,631,978
"AVP","ORD","American Eagle Airlines Inc.",1,37,33,674,631
"AVP","ORD","American Eagle Airlines Inc.",7,350,250,675,631
"AVP","ORD","American Eagle Airlines Inc.",52,2288,1509,676,631
"AZO","ORD","American Eagle Airlines Inc.",54,2700,1451,675,122
"AZO","ORD","American Eagle Airlines Inc.",28,1232,754,676,122
"BDL","LGA","American Eagle Airlines Inc.",1,65,5,631,101
"BDL","ORD","American Eagle Airlines Inc.",1,63,4,631,783
"BDL","ORD","American Eagle Airlines Inc.",105,5250,4319,675,783
"BDL","ORD","American Eagle Airlines Inc.",2,88,78,676,783
"BHM","MIA","American Eagle Airlines Inc.",62,3100,2057,675,661
"BMI","DFW","American Eagle Airlines Inc.",28,1400,1170,675,690
"BMI","DFW","American Eagle Airlines Inc.",2,88,73,676,690
"BMI","ORD","American Eagle Airlines Inc.",2,74,67,674,116
"BMI","ORD","American Eagle Airlines Inc.",8,400,301,675,116
"BMI","ORD","American Eagle Airlines Inc.",41,1804,1457,676,116
"BNA","DCA","American Eagle Airlines Inc.",124,4588,2907,674,562
"BNA","DCA","American Eagle Airlines Inc.",3,132,57,676,562
"BNA","IAD","American Eagle Airlines Inc.",1,37,13,674,542
"BNA","LGA","American Eagle Airlines Inc.",26,1670,1331,631,764
"BNA","LGA","American Eagle Airlines Inc.",8,296,278,674,764
"BNA","LGA","American Eagle Airlines Inc.",22,968,876,676,764
"BNA","MIA","American Eagle Airlines Inc.",60,3000,2579,675,806
"BNA","ORD","American Eagle Airlines Inc.",143,7150,5967,675,409
"BNA","ORD","American Eagle Airlines Inc.",46,2024,1557,676,409
"BOS","JFK","American Eagle Airlines Inc.",72,2664,2295,674,187
"BOS","JFK","American Eagle Airlines Inc.",65,2860,2441,676,187
"BOS","LGA","American Eagle Airlines Inc.",2,130,69,631,185
"BOS","LGA","American Eagle Airlines Inc.",148,5476,3865,674,185
"BOS","LGA","American Eagle Airlines Inc.",14,616,300,676,185
"BRO","DFW","American Eagle Airlines Inc.",17,850,487,675,482
"BRO","DFW","American Eagle Airlines Inc.",45,1980,1146,676,482
"BTR","DFW","American Eagle Airlines Inc.",10,500,325,675,383
"BTR","DFW","American Eagle Airlines Inc.",232,10208,7622,676,383
"BUF","ORD","American Eagle Airlines Inc.",112,5600,4783,675,473
"BWI","JFK","American Eagle Airlines Inc.",27,1350,1104,675,184
"BWI","ORD","American Eagle Airlines Inc.",105,5250,4474,675,622
"BWI","TOL","American Eagle Airlines Inc.",1,50,50,675,411
"CAE","DFW","American Eagle Airlines Inc.",1,65,36,631,922
"CAE","DFW","American Eagle Airlines Inc.",34,1700,1310,675,922
"CAE","DFW","American Eagle Airlines Inc.",55,2420,1915,676,922
"CAE","JAN","American Eagle Airlines Inc.",1,44,36,676,531
"CHA","DFW","American Eagle Airlines Inc.",1,50,49,675,695
"CHA","DFW","American Eagle Airlines Inc.",30,1320,1160,676,695
"CHA","ORD","American Eagle Airlines Inc.",5,250,154,675,501
"CHA","ORD","American Eagle Airlines Inc.",49,2156,1660,676,501
"CHS","DFW","American Eagle Airlines Inc.",89,4450,3299,675,987
"CHS","DFW","American Eagle Airlines Inc.",3,132,99,676,987
"CHS","MIA","American Eagle Airlines Inc.",61,3050,2041,675,490
"CID","DBQ","American Eagle Airlines Inc.",1,44,43,676,63
"CID","DFW","American Eagle Airlines Inc.",114,5700,4571,675,685
"CID","DFW","American Eagle Airlines Inc.",25,1100,1022,676,685
"CID","DSM","American Eagle Airlines Inc.",1,50,44,675,104
"CID","ORD","American Eagle Airlines Inc.",13,650,473,675,196
"CID","ORD","American Eagle Airlines Inc.",41,1804,1479,676,196
"CLE","BOS","American Eagle Airlines Inc.",1,65,36,631,563
"CLE","DFW","American Eagle Airlines Inc.",106,6688,5264,631,1021
"CLE","DFW","American Eagle Airlines Inc.",17,850,729,675,1021
"CLE","JAX","American Eagle Airlines Inc.",1,50,47,675,753
"CLE","JFK","American Eagle Airlines Inc.",25,1250,851,675,425
"CLE","LGA","American Eagle Airlines Inc.",26,1668,778,631,418
"CLE","LGA","American Eagle Airlines Inc.",35,1295,782,674,418
"CLE","LGA","American Eagle Airlines Inc.",9,396,258,676,418
"CLE","MIA","American Eagle Airlines Inc.",60,3000,2524,675,1080
"CLE","ORD","American Eagle Airlines Inc.",53,3371,2127,631,316
"CLE","ORD","American Eagle Airlines Inc.",104,5200,4163,675,316
"CLE","ORD","American Eagle Airlines Inc.",2,88,79,676,316
"CLE","SYR","American Eagle Airlines Inc.",1,37,36,674,317
"CLL","DFW","American Eagle Airlines Inc.",2,100,78,675,164
"CLL","DFW","American Eagle Airlines Inc.",30,1320,1021,676,164
"CLT","BDL","American Eagle Airlines Inc.",1,65,60,631,644
"CLT","GRR","American Eagle Airlines Inc.",1,50,39,675,583
"CLT","LGA","American Eagle Airlines Inc.",126,8092,4849,631,544
"CLT","LGA","American Eagle Airlines Inc.",1,37,9,674,544
"CLT","MIA","American Eagle Airlines Inc.",123,6150,5251,675,650
"CLT","ORD","American Eagle Airlines Inc.",81,4050,3211,675,599
"CLT","ORD","American Eagle Airlines Inc.",30,1320,1160,676,599
"CMH","CMI","American Eagle Airlines Inc.",1,50,43,675,287
"CMH","DFW","American Eagle Airlines Inc.",49,2450,2263,675,927
"CMH","DFW","American Eagle Airlines Inc.",14,616,550,676,927
"CMH","JFK","American Eagle Airlines Inc.",16,592,431,674,483
"CMH","JFK","American Eagle Airlines Inc.",5,250,194,675,483
"CMH","JFK","American Eagle Airlines Inc.",32,1408,1167,676,483
"CMH","LGA","American Eagle Airlines Inc.",10,646,342,631,478
"CMH","LGA","American Eagle Airlines Inc.",106,3922,3023,674,478
"CMH","LGA","American Eagle Airlines Inc.",15,660,491,676,478
"CMH","MIA","American Eagle Airlines Inc.",91,4550,4096,675,990
"CMH","MIA","American Eagle Airlines Inc.",1,44,44,676,990
"CMH","ORD","American Eagle Airlines Inc.",3,111,97,674,296
"CMH","ORD","American Eagle Airlines Inc.",172,8600,6879,675,296
"CMH","ORD","American Eagle Airlines Inc.",70,3080,2568,676,296
"CMH","SDF","American Eagle Airlines Inc.",1,50,1,675,198
"CMI","DFW","American Eagle Airlines Inc.",31,1550,1339,675,693
"CMI","ORD","American Eagle Airlines Inc.",1,37,37,674,135
"CMI","ORD","American Eagle Airlines Inc.",106,5300,4362,675,135
"CMI","ORD","American Eagle Airlines Inc.",27,1188,1068,676,135
"COS","SLC","American Eagle Airlines Inc.",1,65,56,631,410
"CRP","DFW","American Eagle Airlines Inc.",1,63,60,631,354
"CRP","DFW","American Eagle Airlines Inc.",124,6200,3710,675,354
"CRP","DFW","American Eagle Airlines Inc.",112,4928,4122,676,354
"CRW","LGA","American Eagle Airlines Inc.",22,814,589,674,444
"CRW","ORD","American Eagle Airlines Inc.",5,250,104,675,416
"CRW","ORD","American Eagle Airlines Inc.",45,1980,1023,676,416
"CSG","DFW","American Eagle Airlines Inc.",59,2596,1512,676,705
"CVG","DFW","American Eagle Airlines Inc.",141,7050,5505,675,812
"CVG","DFW","American Eagle Airlines Inc.",8,352,249,676,812
"CVG","JFK","American Eagle Airlines Inc.",26,1300,553,675,589
"CVG","LEX","American Eagle Airlines Inc.",1,44,1,676,70
"CVG","MIA","American Eagle Airlines Inc.",93,4650,3178,675,948
"CVG","ORD","American Eagle Airlines Inc.",111,5550,2607,675,264
"CVG","ORD","American Eagle Airlines Inc.",17,748,484,676,264
"CYS","DFW","American Eagle Airlines Inc.",2,100,79,675,713
"CYS","DFW","American Eagle Airlines Inc.",29,1276,992,676,713
"DAY","DFW","American Eagle Airlines Inc.",31,1550,1475,675,861
"DAY","ORD","American Eagle Airlines Inc.",51,2550,1943,675,240
"DAY","ORD","American Eagle Airlines Inc.",30,1320,974,676,240
"DBQ","ORD","American Eagle Airlines Inc.",3,150,103,675,147
"DBQ","ORD","American Eagle Airlines Inc.",18,792,538,676,147
"DCA","BNA","American Eagle Airlines Inc.",124,4588,3298,674,562
"DCA","BNA","American Eagle Airlines Inc.",3,132,50,676,562
"DCA","JFK","American Eagle Airlines Inc.",117,4329,3839,674,213
"DCA","JFK","American Eagle Airlines Inc.",16,704,593,676,213
"DCA","ORD","American Eagle Airlines Inc.",71,4505,3770,631,612
"DCA","ORD","American Eagle Airlines Inc.",3,150,116,675,612
"DCA","RDU","American Eagle Airlines Inc.",189,6993,4089,674,227
"DCA","RDU","American Eagle Airlines Inc.",2,88,64,676,227
"DEN","LAX","American Eagle Airlines Inc.",123,5412,4166,676,862
"DEN","ORD","American Eagle Airlines Inc.",86,5470,4108,631,888
"DFW","ABI","American Eagle Airlines Inc.",85,4250,2620,675,158
"DFW","ABI","American Eagle Airlines Inc.",124,5456,3770,676,158
"DFW","ABQ","American Eagle Airlines Inc.",1,50,48,675,569
"DFW","ABQ","American Eagle Airlines Inc.",2,88,76,676,569
"DFW","ACT","American Eagle Airlines Inc.",20,1000,281,675,89
"DFW","ACT","American Eagle Airlines Inc.",39,1716,1211,676,89
"DFW","AEX","American Eagle Airlines Inc.",5,250,116,675,285
"DFW","AEX","American Eagle Airlines Inc.",87,3828,2548,676,285
"DFW","AGS","American Eagle Airlines Inc.",2,100,64,675,874
"DFW","AGS","American Eagle Airlines Inc.",59,2596,2100,676,874
"DFW","AMA","American Eagle Airlines Inc.",30,1500,1338,675,313
"DFW","AMA","American Eagle Airlines Inc.",41,1804,1292,676,313
"DFW","BMI","American Eagle Airlines Inc.",27,1350,1135,675,690
"DFW","BMI","American Eagle Airlines Inc.",2,88,76,676,690
"DFW","BRO","American Eagle Airlines Inc.",17,850,701,675,482
"DFW","BRO","American Eagle Airlines Inc.",45,1980,935,676,482
"DFW","BTR","American Eagle Airlines Inc.",10,500,349,675,383
"DFW","BTR","American Eagle Airlines Inc.",232,10208,7199,676,383
"DFW","CAE","American Eagle Airlines Inc.",1,65,49,631,922
"DFW","CAE","American Eagle Airlines Inc.",35,1750,1462,675,922
"DFW","CAE","American Eagle Airlines Inc.",56,2464,1643,676,922
"DFW","CHA","American Eagle Airlines Inc.",1,50,37,675,695
"DFW","CHA","American Eagle Airlines Inc.",30,1320,1190,676,695
"DFW","CHS","American Eagle Airlines Inc.",88,4400,3558,675,987
"DFW","CHS","American Eagle Airlines Inc.",3,132,80,676,987
"DFW","CID","American Eagle Airlines Inc.",115,5750,4685,675,685
"DFW","CID","American Eagle Airlines Inc.",25,1100,571,676,685
"DFW","CLE","American Eagle Airlines Inc.",106,6688,5050,631,1021
"DFW","CLE","American Eagle Airlines Inc.",17,850,756,675,1021
"DFW","CLL","American Eagle Airlines Inc.",2,100,53,675,164
"DFW","CLL","American Eagle Airlines Inc.",30,1320,639,676,164
"DFW","CMH","American Eagle Airlines Inc.",50,2500,2328,675,927
"DFW","CMH","American Eagle Airlines Inc.",14,616,583,676,927
"DFW","CMI","American Eagle Airlines Inc.",29,1450,1061,675,693
"DFW","CMI","American Eagle Airlines Inc.",1,44,38,676,693
"DFW","CRP","American Eagle Airlines Inc.",1,63,61,631,354
"DFW","CRP","American Eagle Airlines Inc.",124,6200,4819,675,354
"DFW","CRP","American Eagle Airlines Inc.",111,4884,2889,676,354
"DFW","CSG","American Eagle Airlines Inc.",1,50,37,675,705
"DFW","CSG","American Eagle Airlines Inc.",60,2640,1530,676,705
"DFW","CVG","American Eagle Airlines Inc.",141,7050,5215,675,812
"DFW","CVG","American Eagle Airlines Inc.",9,396,304,676,812
"DFW","CYS","American Eagle Airlines Inc.",2,100,71,675,713
"DFW","CYS","American Eagle Airlines Inc.",29,1276,1029,676,713
"DFW","DAY","American Eagle Airlines Inc.",31,1550,1331,675,861
"DFW","DSM","American Eagle Airlines Inc.",159,7950,5767,675,624
"DFW","DSM","American Eagle Airlines Inc.",17,748,642,676,624
"DFW","EVV","American Eagle Airlines Inc.",59,2950,1769,675,642
"DFW","EVV","American Eagle Airlines Inc.",2,88,46,676,642
"DFW","FAY","American Eagle Airlines Inc.",6,300,219,675,1052
"DFW","FAY","American Eagle Airlines Inc.",54,2376,1910,676,1052
"DFW","FSD","American Eagle Airlines Inc.",42,2100,1720,675,737
"DFW","FSM","American Eagle Airlines Inc.",6,300,182,675,228
"DFW","FSM","American Eagle Airlines Inc.",68,2992,1683,676,228
"DFW","FWA","American Eagle Airlines Inc.",59,2950,2323,675,859
"DFW","FWA","American Eagle Airlines Inc.",2,88,64,676,859
"DFW","GGG","American Eagle Airlines Inc.",31,1550,574,675,140
"DFW","GGG","American Eagle Airlines Inc.",1,44,8,676,140
"DFW","GJT","American Eagle Airlines Inc.",62,3100,2586,675,772
"DFW","GPT","American Eagle Airlines Inc.",73,3650,2746,675,500
"DFW","GPT","American Eagle Airlines Inc.",19,836,540,676,500
"DFW","GRK","American Eagle Airlines Inc.",2,126,68,631,134
"DFW","GRK","American Eagle Airlines Inc.",158,7900,5923,675,134
"DFW","GRK","American Eagle Airlines Inc.",14,616,479,676,134
"DFW","GRR","American Eagle Airlines Inc.",62,3100,2484,675,931
"DFW","GSO","American Eagle Airlines Inc.",48,2400,1782,675,999
"DFW","GSO","American Eagle Airlines Inc.",26,1144,1079,676,999
"DFW","GSP","American Eagle Airlines Inc.",90,4500,3387,675,862
"DFW","GSP","American Eagle Airlines Inc.",29,1276,963,676,862
"DFW","GUC","American Eagle Airlines Inc.",25,1587,1278,631,678
"DFW","HOU","American Eagle Airlines Inc.",143,7150,5998,675,247
"DFW","HOU","American Eagle Airlines Inc.",60,2640,2242,676,247
"DFW","JAN","American Eagle Airlines Inc.",101,5050,3335,675,408
"DFW","JAN","American Eagle Airlines Inc.",135,5940,4265,676,408
"DFW","LAW","American Eagle Airlines Inc.",3,150,115,675,140
"DFW","LBB","American Eagle Airlines Inc.",148,7400,6140,675,282
"DFW","LCH","American Eagle Airlines Inc.",31,1550,975,675,295
"DFW","LCH","American Eagle Airlines Inc.",30,1320,969,676,295
"DFW","LEX","American Eagle Airlines Inc.",8,400,209,675,785
"DFW","LEX","American Eagle Airlines Inc.",83,3652,2486,676,785
"DFW","LFT","American Eagle Airlines Inc.",62,3100,2380,675,351
"DFW","LFT","American Eagle Airlines Inc.",29,1276,1068,676,351
"DFW","LIT","American Eagle Airlines Inc.",134,8454,5658,631,304
"DFW","LIT","American Eagle Airlines Inc.",150,7500,5628,675,304
"DFW","LIT","American Eagle Airlines Inc.",16,704,589,676,304
"DFW","LRD","American Eagle Airlines Inc.",63,3150,2253,675,394
"DFW","LRD","American Eagle Airlines Inc.",56,2464,2019,676,394
"DFW","LSE","American Eagle Airlines Inc.",1,50,35,675,819
"DFW","MAF","American Eagle Airlines Inc.",68,3400,2409,675,309
"DFW","MAF","American Eagle Airlines Inc.",29,1276,1017,676,309
"DFW","MGM","American Eagle Airlines Inc.",82,4100,2809,675,622
"DFW","MGM","American Eagle Airlines Inc.",6,264,187,676,622
