"from","to","weight"
"Mojarra","Small Herons & Egrets",0.0006552524
"Mojarra","Ibis",0.0002858223
"Mojarra","Roseate Spoonbill",0.0003713745
"Mojarra","Omnivorous Ducks",3.091547e-05
"Mojarra","Predatory Ducks",3.849851e-05
"Mojarra","Raptors",3.412368e-05
"Mojarra","Gruiformes",0.000141939
"Mojarra","Small Shorebirds",2.167972e-05
"Mojarra","Gulls & Terns",0.0001545774
"Mojarra","Kingfisher",4.501215e-06
"Mojarra","Crocodiles",5.152578e-05
"Mojarra","Dolphin",0.0002459627
"Mojarra","Water POC",0.00964796
"Mojarra","Benthic POC",0.005302295
"Grunt","Sharks",2.027865e-05
"Grunt","Tarpon",7.068558e-05
"Grunt","Grouper",2.414125e-07
"Grunt","Loon",2.172713e-06
"Grunt","Greeb",1.776796e-05
"Grunt","Pelican",0.005991858
"Grunt","Comorant",0.00109891
"Grunt","Big Herons & Egrets",0.0009115736
"Grunt","Predatory Ducks",9.463369e-05
"Grunt","Raptors",8.381842e-05
"Grunt","Crocodiles",0.0001265001
"Grunt","Dolphin",0.0006054626
"Grunt","Water POC",0.02869332
"Porgy","Tarpon",4.841398e-06
"Porgy","Loon",7.422828e-08
"Porgy","Pelican",0.0002045661
"Porgy","Comorant",3.750378e-05
"Porgy","Predatory Ducks",3.224351e-06
"Porgy","Raptors",2.863925e-06
"Porgy","Crocodiles",4.325111e-06
"Porgy","Dolphin",8.260574e-06
"Porgy","Water POC",0.0001889801
"Pinfish","Sharks",3.991014e-05
"Pinfish","Tarpon",0.0001449521
"Pinfish","Eels",0.002041891
"Pinfish","Grouper",3.362888e-06
"Pinfish","Jacks",0.000189404
"Pinfish","Pompano",4.841399e-06
"Pinfish","Other Snapper",0.0003053657
"Pinfish","Gray Snapper",0.0002367551
"Pinfish","Barracuda",0.002687411
"Pinfish","Other Pelagic Fishes",6.996353e-05
"Pinfish","Loon",4.435534e-06
"Pinfish","Greeb",3.623802e-05
"Pinfish","Pelican",0.01221366
"Pinfish","Comorant",0.002239026
"Pinfish","Big Herons & Egrets",0.001858286
"Pinfish","Small Herons & Egrets",0.00164279
"Pinfish","Roseate Spoonbill",0.0009305924
"Pinfish","Predatory Ducks",0.0001932694
"Pinfish","Raptors",0.0001710434
"Pinfish","Crocodiles",0.0002580147
"Pinfish","Dolphin",0.0004938034
"Pinfish","Water POC",0.06617642
"Scianids","Tarpon",2.294207e-05
"Scianids","Barracuda",0.001279501
"Scianids","Loon",2.112288e-06
"Scianids","Greeb",1.728235e-05
"Scianids","Pelican",0.005816371
"Scianids","Comorant",0.00106625
"Scianids","Big Herons & Egrets",0.0008853415
"Scianids","Predatory Ducks",9.186935e-05
"Scianids","Raptors",8.135846e-05
"Scianids","Crocodiles",0.000123301
"Scianids","Dolphin",0.0003527217
"Scianids","Water POC",0.02347368
"Spotted Seatrout","Barracuda",3.130833e-05
"Spotted Seatrout","Loon",5.190859e-07
"Spotted Seatrout","Predatory Ducks",2.253791e-05
"Spotted Seatrout","Raptors",7.99535e-05
"Spotted Seatrout","Crocodiles",0.0003630542
"Spotted Seatrout","Dolphin",0.0001152391
"Spotted Seatrout","Water POC",0.0101645
"Red Drum","Raptors",5.258835e-06
"Red Drum","Crocodiles",2.380208e-05
"Red Drum","Water POC",0.001546118
"Spadefish","Raptors",7.083971e-05
"Spadefish","Crocodiles",0.0006427033
"Spadefish","Dolphin",0.0003065706
"Spadefish","Water POC",0.01446356
"Parrotfish","Tarpon",4.866887e-06
"Parrotfish","Barracuda",9.087466e-05
"Parrotfish","Other Pelagic Fishes",2.369792e-06
"Parrotfish","Loon",1.498257e-07
"Parrotfish","Pelican",0.000414224
"Parrotfish","Comorant",5.062737e-05
"Parrotfish","Predatory Ducks",6.541409e-06
"Parrotfish","Raptors",5.797177e-06
"Parrotfish","Crocodiles",8.764312e-06
"Parrotfish","Dolphin",4.18141e-05
"Parrotfish","Water POC",0.001532531
"Mackerel","Water POC",0.0001009835
"Mullet","Sharks",1.728597e-05
"Mullet","Tarpon",6.267429e-05
"Mullet","Grouper",1.071528e-06
"Mullet","Grunt",0.001075572
"Mullet","Scianids",0.001890338
"Mullet","Barracuda",0.0001940881
"Mullet","Big Herons & Egrets",0.001610325
"Mullet","Raptors",7.39961e-05
"Mullet","Crocodiles",0.0003356107
"Mullet","Dolphin",0.0005347533
"Mullet","Water POC",0.02519001
"Mullet","Benthic POC",0.0125763
"Barracuda","Raptors",9.756476e-05
"Barracuda","Crocodiles",0.0004428472
"Barracuda","Dolphin",7.047992e-05
"Barracuda","Water POC",0.011516
"Blennies","Other Cnidaridae",6.13974e-05
"Blennies","Sharks",4.4833e-06
"Blennies","Bonefish",3.382313e-06
"Blennies","Lizardfish",4.929647e-05
"Blennies","Toadfish",6.209173e-05
"Blennies","Brotalus",2.301163e-05
"Blennies","Grouper",2.767347e-07
"Blennies","Pompano",2.717753e-06
"Blennies","Scianids",0.0002459864
"Blennies","Barracuda",0.0003015317
"Blennies","Flatfish",0.0003283125
"Blennies","Other Demersal Fishes",5.772745e-06
"Blennies","Loon",2.48962e-07
"Blennies","Greeb",8.133421e-06
"Blennies","Pelican",0.0003431907
"Blennies","Comorant",8.381392e-05
"Blennies","Big Herons & Egrets",0.0002092868
"Blennies","Small Herons & Egrets",0.0003689796
"Blennies","Ibis",0.0001606847
"Blennies","Roseate Spoonbill",0.0002092868
"Blennies","Predatory Ducks",1.08115e-05
"Blennies","Gruiformes",8.014395e-05
"Blennies","Small Shorebirds",1.220013e-05
"Blennies","Gulls & Terns",8.728549e-05
"Blennies","Kingfisher",2.529296e-06
"Blennies","Dolphin",2.777266e-05
"Blennies","Water POC",0.004105394
"Code Goby","Other Cnidaridae",4.408191e-05
"Code Goby","Bonefish",2.159518e-05
"Code Goby","Lizardfish",0.0003140217
"Code Goby","Eels",0.001463123
"Code Goby","Toadfish",0.000378411
"Code Goby","Brotalus",0.0001466095
"Code Goby","Snook",5.517668e-06
"Code Goby","Grouper",1.763276e-06
"Code Goby","Pompano",1.733558e-05
"Code Goby","Other Snapper",0.0002189236
"Code Goby","Gray Snapper",0.0001693934
"Code Goby","Scianids",0.001563174
"Code Goby","Spotted Seatrout",0.0008578636
"Code Goby","Red Drum",4.992648e-05
"Code Goby","Barracuda",0.002888603
"Code Goby","Flatfish",0.002092157
"Code Goby","Loon",1.584967e-06
"Code Goby","Greeb",5.190768e-05
"Code Goby","Pelican",0.002188246
"Code Goby","Comorant",0.0005349265
"Code Goby","Big Herons & Egrets",0.001332363
"Code Goby","Small Herons & Egrets",0.002354667
"Code Goby","Ibis",0.001026266
"Code Goby","Roseate Spoonbill",0.001334345
"Code Goby","Herbivorous Ducks",4.576593e-05
"Code Goby","Omnivorous Ducks",0.0001109477
"Code Goby","Predatory Ducks",6.91442e-05
"Code Goby","Gruiformes",0.000511152
"Code Goby","Small Shorebirds",7.796058e-05
"Code Goby","Gulls & Terns",0.0005567198
"Code Goby","Kingfisher",1.614686e-05
"Code Goby","Loggerhead Turtle",1.961397e-05
"Code Goby","Dolphin",0.0001773182
"Code Goby","Water POC",0.007776246
"Code Goby","Benthic POC",0.01074806
"Clown Goby","Other Cnidaridae",5.124685e-05
"Clown Goby","Bonefish",2.82258e-06
"Clown Goby","Lizardfish",0.0003172901
"Clown Goby","Eels",0.0001911748
"Clown Goby","Toadfish",5.174731e-05
"Clown Goby","Brotalus",1.921757e-05
"Clown Goby","Snook",4.313944e-05
"Clown Goby","Grouper",2.312114e-07
"Clown Goby","Pompano",2.262068e-06
"Clown Goby","Other Snapper",3.733413e-05
"Clown Goby","Gray Snapper",2.892644e-05
"Clown Goby","Scianids",0.0002041867
"Clown Goby","Spotted Seatrout",0.0001121025
"Clown Goby","Red Drum",6.525966e-06
"Clown Goby","Barracuda",0.001104009
"Clown Goby","Flatfish",0.0003563258
"Clown Goby","Loon",2.071894e-07
"Clown Goby","Greeb",6.786204e-06
"Clown Goby","Pelican",0.0002862617
"Clown Goby","Comorant",6.986387e-05
"Clown Goby","Big Herons & Egrets",0.0001741592
"Clown Goby","Small Herons & Egrets",0.0003072809
"Clown Goby","Ibis",0.0001341226
"Clown Goby","Roseate Spoonbill",0.0001741592
"Clown Goby","Predatory Ducks",9.028254e-06
"Clown Goby","Gruiformes",6.676103e-05
"Clown Goby","Small Shorebirds",1.020933e-05
"Clown Goby","Gulls & Terns",7.276652e-05
"Clown Goby","Kingfisher",2.111931e-06
"Clown Goby","Dolphin",2.312114e-05
"Clown Goby","Water POC",0.0005394932
"Clown Goby","Benthic POC",0.0006195664
"Flatfish","Predatory Gastropods",0.001609453
"Flatfish","Tarpon",2.60782e-05
"Flatfish","Lizardfish",7.911035e-05
"Flatfish","Grouper",4.456647e-07
"Flatfish","Other Demersal Fishes",9.28306e-06
"Flatfish","Loon",7.998611e-07
"Flatfish","Greeb",1.30391e-05
"Flatfish","Pelican",0.002203024
"Flatfish","Comorant",0.0004038228
"Flatfish","Big Herons & Egrets",0.0003357081
"Flatfish","Predatory Ducks",3.473849e-05
"Flatfish","Raptors",6.159515e-05
"Flatfish","Crocodiles",6.986621e-05
"Flatfish","Dolphin",4.446916e-05
"Flatfish","Water POC",0.002477429
"Flatfish","Benthic POC",0.003450496
"Filefishes","Tarpon",5.709216e-05
"Filefishes","Eels",0.0008054415
"Filefishes","Scianids",0.0008602269
"Filefishes","Red Drum",2.748882e-05
"Filefishes","Barracuda",0.001060146
"Filefishes","Other Pelagic Fishes",2.758493e-05
"Filefishes","Loon",8.679161e-07
"Filefishes","Greeb",1.412887e-05
"Filefishes","Pelican",0.002390374
"Filefishes","Comorant",0.0005843776
"Filefishes","Big Herons & Egrets",0.0007275886
"Filefishes","Predatory Ducks",3.777309e-05
"Filefishes","Raptors",6.689586e-05
"Filefishes","Crocodiles",0.0001009205
"Filefishes","Dolphin",0.0002902665
"Filefishes","Water POC",0.01301586
"Puffer","Mackerel",1.926135e-05
"Puffer","Barracuda",0.001141852
"Puffer","Other Pelagic Fishes",2.706467e-05
"Puffer","Loon",9.433124e-07
"Puffer","Greeb",1.540908e-05
"Puffer","Pelican",0.001298907
"Puffer","Comorant",0.0003180592
"Puffer","Big Herons & Egrets",0.000791197
"Puffer","Predatory Ducks",4.099211e-05
"Puffer","Raptors",7.269926e-05
"Puffer","Crocodiles",0.0001649562
"Puffer","Dolphin",0.0001047027
"Puffer","Water POC",0.01298808
"Other Pelagic Fishes","Tarpon",3.863438e-06
"Other Pelagic Fishes","Needlefish",0.0001138067
"Other Pelagic Fishes","Jacks",9.983045e-07
"Other Pelagic Fishes","Mackerel",2.39593e-07
"Other Pelagic Fishes","Barracuda",1.307779e-05
"Other Pelagic Fishes","Dolphin",2.895083e-06
"Other Pelagic Fishes","Water POC",0.0001098135
"Other Demersal Fishes","Sharks",3.485729e-06
"Other Demersal Fishes","Tarpon",8.230193e-07
"Other Demersal Fishes","Lizardfish",1.132862e-05
"Other Demersal Fishes","Eels",5.306054e-05
"Other Demersal Fishes","Snook",1.53953e-06
"Other Demersal Fishes","Grouper",2.817631e-07
"Other Demersal Fishes","Pompano",2.769218e-06
"Other Demersal Fishes","Other Snapper",3.495411e-05
"Other Demersal Fishes","Gray Snapper",2.711122e-05
"Other Demersal Fishes","Scianids",0.0002498105
"Other Demersal Fishes","Spotted Seatrout",0.0001258735
"Other Demersal Fishes","Red Drum",7.968763e-06
"Other Demersal Fishes","Barracuda",7.029553e-05
"Other Demersal Fishes","Flatfish",0.0003369538
"Other Demersal Fishes","Loon",5.073671e-07
"Other Demersal Fishes","Greeb",8.288289e-06
"Other Demersal Fishes","Pelican",0.005587817
"Other Demersal Fishes","Comorant",0.0002565884
"Other Demersal Fishes","Big Herons & Egrets",0.0008501305
"Other Demersal Fishes","Small Herons & Egrets",0.000187842
"Other Demersal Fishes","Ibis",8.191463e-05
"Other Demersal Fishes","Roseate Spoonbill",0.0001065084
"Other Demersal Fishes","Predatory Ducks",2.207628e-05
"Other Demersal Fishes","Raptors",1.955881e-05
"Other Demersal Fishes","Gruiformes",4.076366e-05
"Other Demersal Fishes","Small Shorebirds",6.216216e-06
"Other Demersal Fishes","Gulls & Terns",4.444304e-05
"Other Demersal Fishes","Kingfisher",1.287783e-06
"Other Demersal Fishes","Crocodiles",0.0001771912
"Other Demersal Fishes","Dolphin",5.644944e-05
"Other Demersal Fishes","Water POC",0.0002023659
"Other Demersal Fishes","Benthic POC",0.0002023659
"Loon","Water POC",6.253732e-06
"Greeb","Water POC",0.0001163259
"Pelican","Raptors",9.233961e-05
"Pelican","Water POC",0.01615639
"Comorant","Raptors",1.628241e-05
"Comorant","Water POC",0.002849928
"Big Herons & Egrets","Raptors",3.515499e-05
"Big Herons & Egrets","Crocodiles",3.08503e-05
"Big Herons & Egrets","Water POC",0.006143412
"Small Herons & Egrets","Raptors",2.258597e-05
"Small Herons & Egrets","Crocodiles",1.98266e-05
"Small Herons & Egrets","Water POC",0.003946924
"Ibis","Raptors",1.071654e-05
"Ibis","Water POC",0.001869212
"Roseate Spoonbill","Raptors",1.279373e-05
"Roseate Spoonbill","Water POC",0.002239414
"Herbivorous Ducks","Raptors",8.078072e-06
"Herbivorous Ducks","Water POC",0.002303022
"Omnivorous Ducks","Raptors",1.642089e-05
"Omnivorous Ducks","Water POC",0.003642736
"Predatory Ducks","Water POC",0.0002836398
"Raptors","Water POC",0.0003335301
"Gruiformes","Raptors",1.145575e-05
"Gruiformes","Water POC",0.002009964
"Small Shorebirds","Raptors",3.510997e-06
"Small Shorebirds","Water POC",0.0006154694
"Gulls & Terns","Raptors",1.070369e-05
"Gulls & Terns","Water POC",0.001871587
"Kingfisher","Water POC",2.236849e-05
"Crocodiles","Water POC",0.003518312
"Loggerhead Turtle","Crocodiles",3.567156e-05
"Loggerhead Turtle","Water POC",0.002566613
"Green Turtle","Crocodiles",1.764706e-05
"Green Turtle","Water POC",0.001276506
"Hawksbill Turtle","Water POC",9.244845e-06
"Dolphin","Water POC",0.001131121
"Manatee","Water POC",0.001581473
"Water POC","Water Flagellates",84.10699
"Water POC","Water Cilitaes",4.053562
"Water POC","Acartia Tonsa",0.07343264
"Water POC","Oithona nana",0.3579911
"Water POC","Paracalanus",0.1700192
"Water POC","Other Copepoda",0.5597677
"Water POC","Meroplankton",0.01011706
"Water POC","Other Zooplankton",0.3357872
"Water POC","Sponges",0.1079814
"Water POC","Bivalves",0.34569
"Water POC","Suspension Feeding Polych",0.1811985
"Water POC","Benthic POC",129.1526
"Benthic POC","Benthic Flagellates",83.53754
"Benthic POC","Benthic Ciliates",5.393528
"Benthic POC","Meiofauna",26.34959
"Benthic POC","Echinoderma",0.1264025
"Benthic POC","Detritivorous Gastropods",0.1896362
"Benthic POC","Detritivorous Polychaetes",0.9684554
"Benthic POC","Predatory Polychaetes",0.1237943
"Benthic POC","Macrobenthos",0.307373
"Benthic POC","Benthic Crustaceans",0.04474781
"Benthic POC","Detritivorous Amphipods",0.118451
"Benthic POC","Herbivorous Amphipods",0.1320684
"Benthic POC","Predatory Shrimp",0.02455555
"Benthic POC","Pink Shrimp",0.4292985
"Benthic POC","Detritivorous Crabs",0.01972458
"Benthic POC","Omnivorous Crabs",0.178904
"Benthic POC","Predatory Crabs",0.0005630378
"Benthic POC","Callinectus sapidus",0.003472573
"Benthic POC","Catfish",0.001067235
"Benthic POC","Mullet",0.03050447
"DOC","Free Bacteria",138.1003
